st_case,veh_no,per_no,race,multrace
64071,2,4,Not a Fatality (not Applicable),No
64071,3,1,Not a Fatality (not Applicable),No
64071,3,2,Not a Fatality (not Applicable),No
64071,3,3,Not a Fatality (not Applicable),No
64071,3,4,Not a Fatality (not Applicable),No
64072,0,1,Unknown,No
64072,1,1,Not a Fatality (not Applicable),No
64073,0,1,Unknown,No
64073,1,1,Not a Fatality (not Applicable),No
64073,1,2,Not a Fatality (not Applicable),No
64074,1,1,Not a Fatality (not Applicable),No
64074,1,2,Unknown,No
64074,2,1,Not a Fatality (not Applicable),No
64075,1,1,Not a Fatality (not Applicable),No
64075,1,2,Not a Fatality (not Applicable),No
64075,2,1,Unknown,No
64076,1,1,Not a Fatality (not Applicable),No
64076,2,1,Unknown,No
64077,1,1,Not a Fatality (not Applicable),No
64077,2,1,Unknown,No
64078,1,1,Unknown,No
64079,0,1,Unknown,No
64079,1,1,Not a Fatality (not Applicable),No
64080,1,1,Unknown,No
64080,2,1,Not a Fatality (not Applicable),No
64080,2,2,Not a Fatality (not Applicable),No
64081,0,1,Unknown,No
64081,1,1,Not a Fatality (not Applicable),No
64082,0,1,Unknown,No
64082,1,1,Not a Fatality (not Applicable),No
64083,1,1,Unknown,No
64083,2,1,Not a Fatality (not Applicable),No
64083,3,1,Not a Fatality (not Applicable),No
64084,1,1,Unknown,No
64084,2,1,Not a Fatality (not Applicable),No
64085,0,1,Unknown,No
64085,1,1,Not a Fatality (not Applicable),No
64086,1,1,Unknown,No
64086,1,2,Not a Fatality (not Applicable),No
64086,2,1,Not a Fatality (not Applicable),No
64087,0,1,Unknown,No
64087,1,1,Not a Fatality (not Applicable),No
64088,0,1,Unknown,No
64088,1,1,Not a Fatality (not Applicable),No
64088,1,2,Not a Fatality (not Applicable),No
64089,0,1,Unknown,No
64089,1,1,Not a Fatality (not Applicable),No
64090,1,1,Unknown,No
64090,1,2,Not a Fatality (not Applicable),No
64090,1,3,Not a Fatality (not Applicable),No
64090,1,4,Not a Fatality (not Applicable),No
64090,2,1,Not a Fatality (not Applicable),No
64091,0,1,Unknown,No
64091,1,1,Not a Fatality (not Applicable),No
64092,1,1,Unknown,No
64092,1,2,Not a Fatality (not Applicable),No
64093,0,1,Unknown,No
64093,1,1,Not a Fatality (not Applicable),No
64094,1,1,Unknown,No
64095,0,1,Unknown,No
64095,1,1,Not a Fatality (not Applicable),No
64096,1,1,Not a Fatality (not Applicable),No
64096,2,1,Unknown,No
64097,1,1,Unknown,No
64097,2,1,Not a Fatality (not Applicable),No
64098,1,1,Unknown,No
64099,1,1,Unknown,No
64099,1,2,Not a Fatality (not Applicable),No
64100,0,1,Unknown,No
64100,1,1,Not a Fatality (not Applicable),No
64100,1,2,Not a Fatality (not Applicable),No
64101,0,1,Unknown,No
64101,1,1,Not a Fatality (not Applicable),No
64101,1,2,Not a Fatality (not Applicable),No
64101,1,3,Not a Fatality (not Applicable),No
64102,0,1,Unknown,No
64102,1,1,Not a Fatality (not Applicable),No
64103,1,1,Unknown,No
64103,2,1,Not a Fatality (not Applicable),No
64103,2,2,Not a Fatality (not Applicable),No
64104,0,1,Unknown,No
64104,0,2,Not a Fatality (not Applicable),No
80103,2,1,White,No
64104,1,1,Not a Fatality (not Applicable),No
64105,0,1,Unknown,No
64105,1,1,Not a Fatality (not Applicable),No
64105,2,1,Not a Fatality (not Applicable),No
64106,0,1,"Asian or Pacific Islander, no specific (individual) race",No
64106,1,1,Not a Fatality (not Applicable),No
64107,0,1,Unknown,No
64107,1,1,Not a Fatality (not Applicable),No
64108,0,1,Asian Indian,No
64108,0,2,Asian Indian,No
64108,1,1,Not a Fatality (not Applicable),No
64108,1,2,Not a Fatality (not Applicable),No
64109,1,1,Unknown,No
64109,2,1,Not a Fatality (not Applicable),No
64110,1,1,Not a Fatality (not Applicable),No
64110,1,2,Not a Fatality (not Applicable),No
64110,1,3,Not a Fatality (not Applicable),No
64110,2,1,Unknown,No
64111,0,1,Unknown,No
64111,1,1,Not a Fatality (not Applicable),No
64112,1,1,Unknown,No
64112,1,2,Unknown,No
64113,1,1,Not a Fatality (not Applicable),No
64113,1,2,Unknown,No
64113,2,1,Not a Fatality (not Applicable),No
64114,1,1,Unknown,No
64115,1,1,Not a Fatality (not Applicable),No
64115,2,1,Unknown,No
64116,0,1,Unknown,No
64116,1,1,Not a Fatality (not Applicable),No
64117,1,1,Not a Fatality (not Applicable),No
64117,2,1,Not a Fatality (not Applicable),No
64117,3,1,Not a Fatality (not Applicable),No
64117,4,1,Not a Fatality (not Applicable),No
64117,4,2,Unknown,No
64118,1,1,Not a Fatality (not Applicable),No
64118,2,1,Unknown,No
64119,1,1,Unknown,No
64119,2,1,Not a Fatality (not Applicable),No
64120,1,1,Unknown,No
64120,2,1,Black or African American,Yes
64120,2,1,Filipino,Yes
64120,2,2,Black or African American,No
64120,2,3,Filipino,No
64120,2,4,Not a Fatality (not Applicable),No
64121,1,1,Unknown,No
64121,1,2,Not a Fatality (not Applicable),No
64122,1,1,Not a Fatality (not Applicable),No
64122,2,1,Not a Fatality (not Applicable),No
64122,2,2,White,No
64123,0,1,Unknown,No
64123,1,1,Not a Fatality (not Applicable),No
64124,1,1,Unknown,No
64124,2,1,Not a Fatality (not Applicable),No
64125,0,1,Unknown,No
64125,1,1,Not a Fatality (not Applicable),No
64127,1,1,Not a Fatality (not Applicable),No
64127,2,1,Unknown,No
64128,1,1,Unknown,No
64128,1,2,Not a Fatality (not Applicable),No
64129,1,1,Black or African American,No
64129,2,1,Black or African American,No
64130,1,1,Not a Fatality (not Applicable),No
64130,1,2,Not a Fatality (not Applicable),No
64130,2,1,Not a Fatality (not Applicable),No
64130,3,1,White,No
64130,4,1,Not a Fatality (not Applicable),No
64131,1,1,Not a Fatality (not Applicable),No
64131,1,2,Unknown,No
64132,1,1,Not a Fatality (not Applicable),No
64132,2,1,Unknown,No
64133,0,1,Unknown,No
64133,1,1,Not a Fatality (not Applicable),No
64134,0,1,Unknown,No
64134,1,1,Not a Fatality (not Applicable),No
64135,1,1,Not a Fatality (not Applicable),No
64135,2,1,Unknown,No
64136,1,1,Not a Fatality (not Applicable),No
64136,1,2,Unknown,No
64136,2,1,Not a Fatality (not Applicable),No
64136,2,2,Not a Fatality (not Applicable),No
64137,0,1,Unknown,No
64137,1,1,Not a Fatality (not Applicable),No
64138,1,1,Unknown,No
64138,1,2,Not a Fatality (not Applicable),No
64139,1,1,Unknown,No
64139,2,1,Not a Fatality (not Applicable),No
64140,0,1,Unknown,No
64140,0,2,Not a Fatality (not Applicable),No
64140,1,1,Not a Fatality (not Applicable),No
64140,1,2,Not a Fatality (not Applicable),No
64141,0,1,Unknown,No
64141,1,1,Not a Fatality (not Applicable),No
64142,0,1,Unknown,No
64142,1,1,Not a Fatality (not Applicable),No
64142,2,1,Not a Fatality (not Applicable),No
64142,2,2,Not a Fatality (not Applicable),No
64142,3,1,Not a Fatality (not Applicable),No
64143,0,1,Unknown,No
64143,1,1,Not a Fatality (not Applicable),No
64144,1,1,Not a Fatality (not Applicable),No
64144,2,1,Unknown,No
64144,2,2,Not a Fatality (not Applicable),No
64145,1,1,Unknown,No
64146,1,1,Not a Fatality (not Applicable),No
64146,2,1,Unknown,No
64146,3,1,Not a Fatality (not Applicable),No
64147,1,1,Unknown,No
64148,1,1,Not a Fatality (not Applicable),No
64148,1,2,Not a Fatality (not Applicable),No
64148,2,1,Unknown,No
64148,2,2,Unknown,No
64149,1,1,Not a Fatality (not Applicable),No
64149,1,2,Unknown,No
64150,1,1,Not a Fatality (not Applicable),No
64150,1,2,Unknown,No
64151,0,1,Unknown,No
64151,1,1,Not a Fatality (not Applicable),No
64152,1,1,Not a Fatality (not Applicable),No
64152,1,2,Not a Fatality (not Applicable),No
64152,2,1,Not a Fatality (not Applicable),No
64152,2,2,Unknown,No
64153,0,1,Unknown,No
64153,1,1,Not a Fatality (not Applicable),No
64153,2,1,Not a Fatality (not Applicable),No
64153,2,2,Not a Fatality (not Applicable),No
64153,2,3,Not a Fatality (not Applicable),No
64153,3,1,Not a Fatality (not Applicable),No
64154,1,1,Not a Fatality (not Applicable),No
64154,1,2,Unknown,No
64154,2,1,Not a Fatality (not Applicable),No
64154,2,2,Not a Fatality (not Applicable),No
64154,2,3,Not a Fatality (not Applicable),No
64154,2,4,Not a Fatality (not Applicable),No
64154,3,1,Not a Fatality (not Applicable),No
64155,0,1,Unknown,No
64155,1,1,Not a Fatality (not Applicable),No
64156,0,1,White,No
64156,1,1,Not a Fatality (not Applicable),No
64157,0,1,White,No
64157,1,1,Not a Fatality (not Applicable),No
64157,1,2,Not a Fatality (not Applicable),No
64158,1,1,Not a Fatality (not Applicable),No
64158,2,1,Unknown,No
64158,2,2,Unknown,No
64159,1,1,Not a Fatality (not Applicable),No
64159,1,2,Not a Fatality (not Applicable),No
64159,2,1,Unknown,No
64160,1,1,Unknown,No
64160,1,2,Unknown,No
64160,1,3,Not a Fatality (not Applicable),No
64160,2,1,Not a Fatality (not Applicable),No
64160,3,1,Not a Fatality (not Applicable),No
64161,0,1,Unknown,No
64161,1,1,Not a Fatality (not Applicable),No
64161,2,1,Not a Fatality (not Applicable),No
80001,0,1,White,No
80001,0,2,Not a Fatality (not Applicable),No
80001,0,3,Not a Fatality (not Applicable),No
80001,0,4,Not a Fatality (not Applicable),No
80001,0,5,Not a Fatality (not Applicable),No
80001,0,6,Not a Fatality (not Applicable),No
80001,1,1,Not a Fatality (not Applicable),No
80001,2,1,Not a Fatality (not Applicable),No
80002,1,1,White,No
80003,1,1,White,No
80003,1,2,White,No
80003,1,3,Not a Fatality (not Applicable),No
80003,1,4,Not a Fatality (not Applicable),No
80003,2,1,Not a Fatality (not Applicable),No
80004,0,1,White,No
80004,1,1,Not a Fatality (not Applicable),No
80005,1,1,White,No
80006,1,1,White,No
80007,1,1,Other Race,No
80007,2,1,Not a Fatality (not Applicable),No
80007,2,2,Not a Fatality (not Applicable),No
80008,0,1,North American Indian or Alaska Native,No
80008,1,1,Not a Fatality (not Applicable),No
80009,1,1,White,No
80009,2,1,Not a Fatality (not Applicable),No
80010,1,1,Not a Fatality (not Applicable),No
80010,1,2,White,No
80011,1,1,Not a Fatality (not Applicable),No
80011,2,1,White,No
80011,3,1,Not a Fatality (not Applicable),No
80011,4,1,Not a Fatality (not Applicable),No
80012,1,1,White,No
80012,1,2,Not a Fatality (not Applicable),No
80012,1,3,Not a Fatality (not Applicable),No
80012,1,4,Not a Fatality (not Applicable),No
80013,1,1,White,No
80013,1,2,Not a Fatality (not Applicable),No
80013,2,1,Not a Fatality (not Applicable),No
80014,0,1,White,No
80014,1,1,Not a Fatality (not Applicable),No
80015,1,1,White,No
80015,1,2,White,No
80015,1,3,Not a Fatality (not Applicable),No
80015,2,1,Not a Fatality (not Applicable),No
80016,1,1,Not a Fatality (not Applicable),No
80016,2,1,White,No
80017,1,1,White,No
80018,1,1,White,No
80018,2,1,Not a Fatality (not Applicable),No
80019,1,1,White,No
80020,1,1,White,No
80021,1,1,White,No
80022,1,1,Not a Fatality (not Applicable),No
80022,1,2,Not a Fatality (not Applicable),No
80022,2,1,White,No
80022,3,1,Not a Fatality (not Applicable),No
80023,1,1,Not a Fatality (not Applicable),No
80023,2,1,White,No
80024,1,1,White,No
80025,1,1,White,No
80026,1,1,White,No
80027,1,1,Black or African American,No
80028,1,1,White,No
80028,2,1,Not a Fatality (not Applicable),No
80029,1,1,White,No
80030,1,1,White,No
80030,2,1,Not a Fatality (not Applicable),No
80030,2,2,Not a Fatality (not Applicable),No
80030,2,3,Not a Fatality (not Applicable),No
80030,2,4,Not a Fatality (not Applicable),No
80030,3,1,Not a Fatality (not Applicable),No
80031,1,1,White,No
80031,2,1,Not a Fatality (not Applicable),No
80031,2,2,Not a Fatality (not Applicable),No
80032,1,1,White,No
80032,2,1,Not a Fatality (not Applicable),No
80033,1,1,White,No
80033,2,1,Not a Fatality (not Applicable),No
80034,0,1,White,No
80034,1,1,Not a Fatality (not Applicable),No
80034,3,1,Not a Fatality (not Applicable),No
80035,1,1,White,No
80036,0,1,White,No
80036,1,1,Not a Fatality (not Applicable),No
80037,1,1,Not a Fatality (not Applicable),No
80037,2,1,Black or African American,No
80037,2,2,Not a Fatality (not Applicable),No
80037,3,1,Not a Fatality (not Applicable),No
80038,1,1,White,No
80039,0,1,White,No
80039,1,1,Not a Fatality (not Applicable),No
80040,1,1,White,No
80040,1,2,White,No
80040,2,1,Not a Fatality (not Applicable),No
80041,1,1,White,No
80041,2,1,Not a Fatality (not Applicable),No
80042,1,1,White,No
80042,2,1,Not a Fatality (not Applicable),No
80042,3,1,Not a Fatality (not Applicable),No
80042,3,2,Not a Fatality (not Applicable),No
80043,1,1,Other Asian or Pacific Islander,No
80043,1,2,Not a Fatality (not Applicable),No
80043,2,1,Not a Fatality (not Applicable),No
80044,1,1,Not a Fatality (not Applicable),No
80044,1,2,White,No
80044,2,1,Not a Fatality (not Applicable),No
80045,1,1,Other Asian or Pacific Islander,No
80045,1,2,Not a Fatality (not Applicable),No
80045,2,1,Not a Fatality (not Applicable),No
80046,1,1,White,No
80047,0,1,Other Race,No
80047,1,1,Not a Fatality (not Applicable),No
80048,1,1,White,No
80049,1,1,White,No
80050,0,1,North American Indian or Alaska Native,No
80050,0,2,Not a Fatality (not Applicable),No
80050,1,1,Not a Fatality (not Applicable),No
80051,1,1,Not a Fatality (not Applicable),No
80051,1,2,White,No
80051,2,1,Not a Fatality (not Applicable),No
80052,1,1,White,No
80052,1,2,Not a Fatality (not Applicable),No
80052,1,3,Not a Fatality (not Applicable),No
80053,1,1,White,No
80053,1,2,White,No
80053,1,3,White,No
80053,2,1,Not a Fatality (not Applicable),No
80054,1,1,White,No
80055,1,1,Not a Fatality (not Applicable),No
80055,1,2,White,No
80056,1,1,White,No
80056,1,2,Not a Fatality (not Applicable),No
80056,1,3,Not a Fatality (not Applicable),No
80056,1,4,Not a Fatality (not Applicable),No
80056,1,5,Not a Fatality (not Applicable),No
80057,0,1,White,No
80057,1,1,Not a Fatality (not Applicable),No
80057,2,1,Not a Fatality (not Applicable),No
80058,1,1,Japanese,No
80058,1,2,Not a Fatality (not Applicable),No
80059,0,1,White,No
80059,1,1,Not a Fatality (not Applicable),No
80060,1,1,White,No
80061,1,1,Black or African American,No
80062,1,1,White,No
80062,2,1,Not a Fatality (not Applicable),No
80062,2,2,Not a Fatality (not Applicable),No
80063,1,1,White,No
80063,2,1,Not a Fatality (not Applicable),No
80063,2,2,Not a Fatality (not Applicable),No
80064,1,1,Not a Fatality (not Applicable),No
80064,1,2,White,No
80064,1,3,Not a Fatality (not Applicable),No
80065,1,1,Other Asian or Pacific Islander,No
80065,1,2,Not a Fatality (not Applicable),No
80065,2,1,Not a Fatality (not Applicable),No
80066,0,1,White,No
80066,0,2,Not a Fatality (not Applicable),No
80066,1,1,Not a Fatality (not Applicable),No
80067,1,1,Other Race,No
80068,1,1,White,No
80068,2,1,Not a Fatality (not Applicable),No
80069,1,1,White,No
80069,2,1,Not a Fatality (not Applicable),No
80070,1,1,Not a Fatality (not Applicable),No
80070,2,1,White,No
80070,2,2,White,No
80070,2,3,Not a Fatality (not Applicable),No
80070,2,4,Not a Fatality (not Applicable),No
80070,2,5,Not a Fatality (not Applicable),No
80070,2,6,White,No
80070,2,7,White,No
80070,2,8,Not a Fatality (not Applicable),No
80071,1,1,White,No
80071,1,2,Not a Fatality (not Applicable),No
80071,2,1,Not a Fatality (not Applicable),No
80071,2,2,Not a Fatality (not Applicable),No
80072,1,1,Not a Fatality (not Applicable),No
80072,1,2,White,No
80072,1,3,Not a Fatality (not Applicable),No
80073,1,1,Not a Fatality (not Applicable),No
80073,2,1,White,No
80073,2,2,Not a Fatality (not Applicable),No
80074,1,1,White,No
80074,2,1,Not a Fatality (not Applicable),No
80075,1,1,White,No
80076,1,1,White,No
80077,1,1,Not a Fatality (not Applicable),No
80077,2,1,Not a Fatality (not Applicable),No
80077,2,2,White,No
80077,3,1,Not a Fatality (not Applicable),No
80078,1,1,White,No
80078,2,1,Not a Fatality (not Applicable),No
80078,3,1,Not a Fatality (not Applicable),No
80079,1,1,Not a Fatality (not Applicable),No
80079,1,2,Not a Fatality (not Applicable),No
80079,1,3,Not a Fatality (not Applicable),No
80079,2,1,White,No
80080,1,1,White,No
80080,2,1,Not a Fatality (not Applicable),No
80080,2,2,Not a Fatality (not Applicable),No
80081,0,1,Other Race,No
80081,1,1,Not a Fatality (not Applicable),No
80082,1,1,White,No
80083,1,1,White,No
80083,1,2,Not a Fatality (not Applicable),No
80083,2,1,Not a Fatality (not Applicable),No
80083,2,2,Not a Fatality (not Applicable),No
80084,1,1,North American Indian or Alaska Native,No
80084,1,2,Not a Fatality (not Applicable),No
80084,1,3,North American Indian or Alaska Native,No
80084,1,4,North American Indian or Alaska Native,No
80084,2,1,Not a Fatality (not Applicable),No
80085,1,1,Not a Fatality (not Applicable),No
80085,1,2,Not a Fatality (not Applicable),No
80085,1,3,White,No
80085,1,4,Not a Fatality (not Applicable),No
80086,1,1,White,No
80086,2,1,Not a Fatality (not Applicable),No
80086,2,2,Not a Fatality (not Applicable),No
80087,1,1,White,No
80088,0,1,White,No
80088,1,1,Not a Fatality (not Applicable),No
80088,1,2,Not a Fatality (not Applicable),No
80089,1,1,Not a Fatality (not Applicable),No
80089,1,2,"Asian or Pacific Islander, no specific (individual) race",No
80089,2,1,Not a Fatality (not Applicable),No
80090,1,1,White,No
80091,1,1,White,No
80091,1,2,White,No
80091,2,1,Not a Fatality (not Applicable),No
80091,2,2,Not a Fatality (not Applicable),No
80093,1,1,White,No
80094,1,1,White,No
80094,1,2,Not a Fatality (not Applicable),No
80094,2,1,Not a Fatality (not Applicable),No
80095,1,1,White,No
80096,0,1,Black or African American,No
80096,1,1,Not a Fatality (not Applicable),No
80096,1,2,Not a Fatality (not Applicable),No
80097,0,1,Black or African American,No
80097,1,1,Not a Fatality (not Applicable),No
80098,1,1,White,No
80099,0,1,White,No
80099,1,1,Not a Fatality (not Applicable),No
80100,1,1,White,No
80100,2,1,Not a Fatality (not Applicable),No
80101,1,1,White,No
80102,1,1,White,No
80102,1,2,Not a Fatality (not Applicable),No
80102,2,1,Not a Fatality (not Applicable),No
80103,1,1,Not a Fatality (not Applicable),No
80103,1,2,Not a Fatality (not Applicable),No
80103,2,2,Not a Fatality (not Applicable),No
80104,1,1,White,No
80104,1,2,White,No
80104,2,1,Not a Fatality (not Applicable),No
80105,1,1,Not a Fatality (not Applicable),No
80105,2,1,White,No
80106,1,1,White,No
80106,2,1,Not a Fatality (not Applicable),No
80106,2,2,Not a Fatality (not Applicable),No
80107,1,1,Not a Fatality (not Applicable),No
80107,2,1,White,No
80107,2,2,Not a Fatality (not Applicable),No
80108,1,1,White,No
80108,2,1,Not a Fatality (not Applicable),No
80108,3,1,Not a Fatality (not Applicable),No
80109,1,1,White,No
80110,0,1,White,No
80110,1,1,Not a Fatality (not Applicable),No
80111,0,1,White,No
80111,1,1,Not a Fatality (not Applicable),No
80112,1,1,White,No
80112,2,1,Not a Fatality (not Applicable),No
80112,2,2,Not a Fatality (not Applicable),No
80112,2,3,Not a Fatality (not Applicable),No
80113,1,1,White,No
80114,0,1,White,No
80114,1,1,Not a Fatality (not Applicable),No
80115,1,1,White,No
80115,2,1,Not a Fatality (not Applicable),No
80116,1,1,Not a Fatality (not Applicable),No
80116,1,2,White,No
80116,1,3,Not a Fatality (not Applicable),No
80116,1,4,Not a Fatality (not Applicable),No
80116,1,5,Not a Fatality (not Applicable),No
80116,1,6,Not a Fatality (not Applicable),No
80116,1,7,Not a Fatality (not Applicable),No
80117,1,1,White,No
80117,2,1,Not a Fatality (not Applicable),No
80118,0,1,White,No
80118,1,1,Not a Fatality (not Applicable),No
80119,1,1,Not a Fatality (not Applicable),No
80119,1,2,Not a Fatality (not Applicable),No
80119,1,3,White,No
80119,1,4,Not a Fatality (not Applicable),No
80119,2,1,Not a Fatality (not Applicable),No
80119,2,2,Not a Fatality (not Applicable),No
80120,1,1,Not a Fatality (not Applicable),No
80120,2,1,White,No
80121,1,1,White,No
80121,2,1,Not a Fatality (not Applicable),No
80121,2,2,Not a Fatality (not Applicable),No
80122,1,1,White,No
80122,2,1,Not a Fatality (not Applicable),No
80123,1,1,White,No
80123,2,1,Not a Fatality (not Applicable),No
80124,1,1,Not a Fatality (not Applicable),No
80124,2,1,White,No
80125,1,1,White,No
80125,1,2,Not a Fatality (not Applicable),No
80125,2,1,White,No
80126,1,1,White,No
80126,1,2,White,No
80127,1,1,White,No
80128,1,1,Not a Fatality (not Applicable),No
80128,2,1,Other Race,No
80129,0,1,White,No
80129,1,1,Not a Fatality (not Applicable),No
