st_case,veh_no,drimpair
50514,1,Reported as Unknown if Impaired
50515,1,None/Apparently Normal
50515,2,None/Apparently Normal
50515,3,Reported as Unknown if Impaired
50516,1,Reported as Unknown if Impaired
50516,2,Reported as Unknown if Impaired
50517,1,Reported as Unknown if Impaired
50518,1,None/Apparently Normal
50518,2,"Ill, Blackout"
50519,1,None/Apparently Normal
50519,2,None/Apparently Normal
50520,1,Reported as Unknown if Impaired
50521,1,None/Apparently Normal
50521,2,None/Apparently Normal
50522,1,None/Apparently Normal
50522,2,Reported as Unknown if Impaired
50523,1,None/Apparently Normal
50524,1,"Under the Influence of Alcohol, Drugs or Medication"
50524,2,None/Apparently Normal
50525,2,Reported as Unknown if Impaired
50526,1,Reported as Unknown if Impaired
50527,1,"Under the Influence of Alcohol, Drugs or Medication"
50527,2,None/Apparently Normal
50528,1,Reported as Unknown if Impaired
50529,1,None/Apparently Normal
50529,2,None/Apparently Normal
50530,1,"Emotional (depressed, angry, disturbed, etc.)"
50530,1,"Under the Influence of Alcohol, Drugs or Medication"
50531,1,None/Apparently Normal
50532,1,Reported as Unknown if Impaired
50533,1,"Ill, Blackout"
50533,2,None/Apparently Normal
50534,1,None/Apparently Normal
50535,1,Reported as Unknown if Impaired
50535,2,None/Apparently Normal
50536,1,None/Apparently Normal
50537,1,None/Apparently Normal
50538,1,None/Apparently Normal
50538,2,Reported as Unknown if Impaired
50539,1,Reported as Unknown if Impaired
50539,2,None/Apparently Normal
50539,3,None/Apparently Normal
50540,1,None/Apparently Normal
50540,2,None/Apparently Normal
50542,1,None/Apparently Normal
50542,2,None/Apparently Normal
50543,1,Reported as Unknown if Impaired
50544,1,Other Physical Impairment
50544,2,None/Apparently Normal
50545,1,None/Apparently Normal
50545,2,"Under the Influence of Alcohol, Drugs or Medication"
50546,1,Not Reported
50547,1,None/Apparently Normal
50548,1,Reported as Unknown if Impaired
50550,1,Asleep or Fatigued
50551,1,Asleep or Fatigued
50551,2,None/Apparently Normal
50551,3,Reported as Unknown if Impaired
50552,1,Reported as Unknown if Impaired
50553,1,Reported as Unknown if Impaired
50553,2,None/Apparently Normal
50554,1,Physical Impairment - No Details
50555,1,Reported as Unknown if Impaired
50555,2,Reported as Unknown if Impaired
50555,3,None/Apparently Normal
50556,1,Reported as Unknown if Impaired
50556,2,None/Apparently Normal
50556,3,None/Apparently Normal
50557,1,None/Apparently Normal
50557,2,None/Apparently Normal
50558,1,Reported as Unknown if Impaired
50558,2,None/Apparently Normal
50559,1,None/Apparently Normal
50560,1,None/Apparently Normal
50560,2,None/Apparently Normal
50561,1,None/Apparently Normal
50562,1,"Under the Influence of Alcohol, Drugs or Medication"
50563,1,"Under the Influence of Alcohol, Drugs or Medication"
50564,1,"Ill, Blackout"
50565,1,Reported as Unknown if Impaired
50565,2,None/Apparently Normal
50565,3,None/Apparently Normal
50566,1,Reported as Unknown if Impaired
50566,2,Reported as Unknown if Impaired
50567,1,Reported as Unknown if Impaired
50567,2,Reported as Unknown if Impaired
50568,1,Reported as Unknown if Impaired
50569,1,Reported as Unknown if Impaired
50569,2,None/Apparently Normal
50570,1,None/Apparently Normal
50570,2,Reported as Unknown if Impaired
50571,1,Reported as Unknown if Impaired
50572,1,"Under the Influence of Alcohol, Drugs or Medication"
50573,1,None/Apparently Normal
50573,2,None/Apparently Normal
50574,1,None/Apparently Normal
50574,2,"Ill, Blackout"
50575,1,None/Apparently Normal
50575,2,None/Apparently Normal
50576,1,Reported as Unknown if Impaired
50577,1,None/Apparently Normal
50577,2,None/Apparently Normal
50578,1,None/Apparently Normal
50578,2,None/Apparently Normal
50579,1,Reported as Unknown if Impaired
50579,2,None/Apparently Normal
50580,1,Other Physical Impairment
50580,2,None/Apparently Normal
50581,1,Reported as Unknown if Impaired
50581,2,None/Apparently Normal
50582,1,None/Apparently Normal
50583,1,None/Apparently Normal
50584,1,None/Apparently Normal
50584,2,None/Apparently Normal
50585,1,Reported as Unknown if Impaired
50585,2,None/Apparently Normal
50586,1,None/Apparently Normal
50587,1,None/Apparently Normal
50587,2,Reported as Unknown if Impaired
50588,1,Reported as Unknown if Impaired
50588,2,No Driver Present/Unknown if Driver Present
50588,3,None/Apparently Normal
50589,1,Not Reported
50589,2,Reported as Unknown if Impaired
50590,1,None/Apparently Normal
50591,1,None/Apparently Normal
50592,1,"Under the Influence of Alcohol, Drugs or Medication"
50593,1,"Under the Influence of Alcohol, Drugs or Medication"
50594,1,Reported as Unknown if Impaired
50595,1,Reported as Unknown if Impaired
60001,1,None/Apparently Normal
60002,1,Reported as Unknown if Impaired
60002,2,None/Apparently Normal
60003,1,Not Reported
60003,2,Not Reported
60004,1,None/Apparently Normal
60005,1,Not Reported
60006,1,Reported as Unknown if Impaired
60006,2,None/Apparently Normal
60007,1,None/Apparently Normal
60008,1,Reported as Unknown if Impaired
60009,1,None/Apparently Normal
60010,1,Not Reported
60011,1,None/Apparently Normal
60012,1,Not Reported
60013,1,None/Apparently Normal
60014,1,None/Apparently Normal
60015,1,Not Reported
60016,1,"Under the Influence of Alcohol, Drugs or Medication"
60017,1,None/Apparently Normal
60018,1,Reported as Unknown if Impaired
60018,2,None/Apparently Normal
60018,3,None/Apparently Normal
60019,1,None/Apparently Normal
60019,2,None/Apparently Normal
60020,1,Asleep or Fatigued
60020,1,"Under the Influence of Alcohol, Drugs or Medication"
60020,2,Reported as Unknown if Impaired
60021,1,Reported as Unknown if Impaired
60022,1,"Under the Influence of Alcohol, Drugs or Medication"
60023,1,"Under the Influence of Alcohol, Drugs or Medication"
60024,1,Reported as Unknown if Impaired
60025,1,"Ill, Blackout"
60026,1,Reported as Unknown if Impaired
60027,1,None/Apparently Normal
60028,1,Reported as Unknown if Impaired
60028,2,Not Reported
60029,1,"Under the Influence of Alcohol, Drugs or Medication"
60029,2,"Under the Influence of Alcohol, Drugs or Medication"
60030,1,"Under the Influence of Alcohol, Drugs or Medication"
60031,1,Reported as Unknown if Impaired
60031,2,None/Apparently Normal
60032,1,"Under the Influence of Alcohol, Drugs or Medication"
60033,1,Reported as Unknown if Impaired
60034,1,None/Apparently Normal
60035,1,Reported as Unknown if Impaired
60036,1,None/Apparently Normal
60037,1,Reported as Unknown if Impaired
60038,1,None/Apparently Normal
60038,2,None/Apparently Normal
60039,1,Reported as Unknown if Impaired
60040,1,Reported as Unknown if Impaired
60041,1,Reported as Unknown if Impaired
60042,1,"Under the Influence of Alcohol, Drugs or Medication"
60042,2,Reported as Unknown if Impaired
60042,3,None/Apparently Normal
60043,1,"Under the Influence of Alcohol, Drugs or Medication"
60044,1,Reported as Unknown if Impaired
60045,1,None/Apparently Normal
60045,2,None/Apparently Normal
60045,3,Reported as Unknown if Impaired
60046,1,Reported as Unknown if Impaired
60046,2,Reported as Unknown if Impaired
60047,1,None/Apparently Normal
60047,2,None/Apparently Normal
60048,1,"Under the Influence of Alcohol, Drugs or Medication"
60049,1,None/Apparently Normal
60049,2,None/Apparently Normal
60050,1,Not Reported
60051,1,"Under the Influence of Alcohol, Drugs or Medication"
60053,1,Not Reported
60053,2,Not Reported
60054,1,Not Reported
60055,1,Reported as Unknown if Impaired
60055,2,Not Reported
60056,1,None/Apparently Normal
60057,1,Not Reported
60058,1,Not Reported
60059,1,"Under the Influence of Alcohol, Drugs or Medication"
60060,1,None/Apparently Normal
60061,1,Not Reported
60061,2,Reported as Unknown if Impaired
60062,1,No Driver Present/Unknown if Driver Present
60062,2,None/Apparently Normal
60062,3,None/Apparently Normal
60062,4,None/Apparently Normal
60063,1,None/Apparently Normal
60064,1,Reported as Unknown if Impaired
60064,2,None/Apparently Normal
60065,1,Not Reported
60066,1,Reported as Unknown if Impaired
60067,1,"Under the Influence of Alcohol, Drugs or Medication"
60068,1,Reported as Unknown if Impaired
60069,1,None/Apparently Normal
60069,2,"Under the Influence of Alcohol, Drugs or Medication"
60070,1,None/Apparently Normal
60071,1,Not Reported
60072,1,Not Reported
60072,2,Reported as Unknown if Impaired
60073,1,Reported as Unknown if Impaired
60073,2,Not Reported
60074,1,Reported as Unknown if Impaired
60074,2,Not Reported
60075,1,None/Apparently Normal
60076,1,Reported as Unknown if Impaired
60077,1,None/Apparently Normal
60078,1,Not Reported
60078,2,Not Reported
60079,1,Not Reported
60079,2,Reported as Unknown if Impaired
60080,1,Reported as Unknown if Impaired
60080,2,Not Reported
60081,1,Reported as Unknown if Impaired
60082,1,Reported as Unknown if Impaired
60083,1,Reported as Unknown if Impaired
60083,2,None/Apparently Normal
60084,1,Reported as Unknown if Impaired
60084,2,Not Reported
60085,1,None/Apparently Normal
60086,1,Not Reported
60086,2,Not Reported
60087,1,"Under the Influence of Alcohol, Drugs or Medication"
60087,2,"Under the Influence of Alcohol, Drugs or Medication"
60088,1,None/Apparently Normal
60088,2,Reported as Unknown if Impaired
60090,1,Reported as Unknown if Impaired
60091,1,Reported as Unknown if Impaired
60091,2,Not Reported
60091,3,Not Reported
60091,4,Not Reported
60092,1,Reported as Unknown if Impaired
60093,1,"Under the Influence of Alcohol, Drugs or Medication"
60093,2,Not Reported
60094,1,Not Reported
60094,2,Reported as Unknown if Impaired
60094,3,Not Reported
60095,1,Reported as Unknown if Impaired
60095,2,None/Apparently Normal
60096,1,None/Apparently Normal
60097,1,"Under the Influence of Alcohol, Drugs or Medication"
60097,2,None/Apparently Normal
60098,1,None/Apparently Normal
60098,2,None/Apparently Normal
60099,1,Reported as Unknown if Impaired
60099,2,None/Apparently Normal
60100,1,Not Reported
60101,1,None/Apparently Normal
60101,2,None/Apparently Normal
60101,3,None/Apparently Normal
60101,4,None/Apparently Normal
60102,1,None/Apparently Normal
60102,2,None/Apparently Normal
60102,3,None/Apparently Normal
60103,1,None/Apparently Normal
60103,2,No Driver Present/Unknown if Driver Present
60104,1,None/Apparently Normal
60104,2,None/Apparently Normal
60104,3,None/Apparently Normal
60105,1,Not Reported
60105,2,Not Reported
60106,1,None/Apparently Normal
60107,1,None/Apparently Normal
60107,2,Reported as Unknown if Impaired
60107,3,Reported as Unknown if Impaired
60107,4,Reported as Unknown if Impaired
60108,1,Not Reported
60108,2,Not Reported
60108,3,Not Reported
60109,1,"Under the Influence of Alcohol, Drugs or Medication"
60109,2,Reported as Unknown if Impaired
60110,1,Reported as Unknown if Impaired
60111,1,Not Reported
60112,1,Not Reported
60112,2,Not Reported
60113,1,"Under the Influence of Alcohol, Drugs or Medication"
60114,1,Not Reported
60114,2,Reported as Unknown if Impaired
60115,1,Reported as Unknown if Impaired
60116,1,None/Apparently Normal
60117,1,Not Reported
60118,1,Not Reported
60119,1,Reported as Unknown if Impaired
60120,1,"Under the Influence of Alcohol, Drugs or Medication"
60121,1,None/Apparently Normal
60121,2,None/Apparently Normal
60121,3,None/Apparently Normal
60121,4,None/Apparently Normal
60121,5,None/Apparently Normal
60122,1,"Under the Influence of Alcohol, Drugs or Medication"
60123,1,None/Apparently Normal
60123,2,None/Apparently Normal
60124,1,"Under the Influence of Alcohol, Drugs or Medication"
60124,2,Not Reported
60125,1,"Under the Influence of Alcohol, Drugs or Medication"
60126,1,"Under the Influence of Alcohol, Drugs or Medication"
60126,2,Not Reported
60127,1,Reported as Unknown if Impaired
60128,1,Reported as Unknown if Impaired
60129,1,"Under the Influence of Alcohol, Drugs or Medication"
60130,1,Reported as Unknown if Impaired
60131,1,Reported as Unknown if Impaired
60132,1,"Under the Influence of Alcohol, Drugs or Medication"
60133,1,"Under the Influence of Alcohol, Drugs or Medication"
60134,1,None/Apparently Normal
60135,1,Not Reported
60136,1,"Under the Influence of Alcohol, Drugs or Medication"
60137,1,Not Reported
60138,1,None/Apparently Normal
60139,1,Reported as Unknown if Impaired
60140,1,Reported as Unknown if Impaired
60140,2,None/Apparently Normal
60141,1,Reported as Unknown if Impaired
60141,2,Not Reported
60142,1,Reported as Unknown if Impaired
60143,1,Reported as Unknown if Impaired
60143,2,None/Apparently Normal
60143,3,None/Apparently Normal
60144,1,None/Apparently Normal
60145,1,Not Reported
60146,1,Reported as Unknown if Impaired
60147,1,Reported as Unknown if Impaired
60147,2,None/Apparently Normal
60148,1,Reported as Unknown if Impaired
60149,1,Reported as Unknown if Impaired
60150,1,"Under the Influence of Alcohol, Drugs or Medication"
60151,1,Not Reported
60152,1,None/Apparently Normal
60152,2,None/Apparently Normal
60153,1,Reported as Unknown if Impaired
60153,2,None/Apparently Normal
60154,1,Reported as Unknown if Impaired
60154,2,Not Reported
60154,3,Not Reported
60154,4,Not Reported
60155,1,Reported as Unknown if Impaired
60156,1,Reported as Unknown if Impaired
60157,1,"Under the Influence of Alcohol, Drugs or Medication"
60157,2,None/Apparently Normal
60157,3,"Under the Influence of Alcohol, Drugs or Medication"
60157,4,None/Apparently Normal
60158,1,None/Apparently Normal
60158,2,Reported as Unknown if Impaired
60158,3,None/Apparently Normal
60159,1,Not Reported
60160,1,Reported as Unknown if Impaired
60161,1,Reported as Unknown if Impaired
60161,2,Not Reported
60162,1,"Under the Influence of Alcohol, Drugs or Medication"
60162,2,Not Reported
60164,1,"Under the Influence of Alcohol, Drugs or Medication"
60165,1,None/Apparently Normal
60165,2,None/Apparently Normal
60166,1,Reported as Unknown if Impaired
60167,1,Not Reported
60168,1,Reported as Unknown if Impaired
60169,1,Reported as Unknown if Impaired
60169,2,None/Apparently Normal
60170,1,Reported as Unknown if Impaired
60170,2,Reported as Unknown if Impaired
60171,1,None/Apparently Normal
60171,2,Reported as Unknown if Impaired
60172,1,Not Reported
60172,2,Not Reported
60172,3,Not Reported
60172,4,Not Reported
60173,1,Reported as Unknown if Impaired
60174,1,Reported as Unknown if Impaired
60175,1,None/Apparently Normal
60175,2,Reported as Unknown if Impaired
60176,1,"Under the Influence of Alcohol, Drugs or Medication"
60176,2,None/Apparently Normal
60177,1,"Under the Influence of Alcohol, Drugs or Medication"
60177,2,None/Apparently Normal
60178,1,Not Reported
60178,2,Not Reported
60179,1,None/Apparently Normal
60180,1,"Under the Influence of Alcohol, Drugs or Medication"
60181,1,Reported as Unknown if Impaired
60182,1,"Under the Influence of Alcohol, Drugs or Medication"
60182,2,Not Reported
60182,3,Not Reported
60182,4,Not Reported
60183,1,Reported as Unknown if Impaired
60184,1,Reported as Unknown if Impaired
60185,1,None/Apparently Normal
60185,2,Reported as Unknown if Impaired
60186,1,None/Apparently Normal
60187,1,"Under the Influence of Alcohol, Drugs or Medication"
60187,2,None/Apparently Normal
60187,3,None/Apparently Normal
60187,4,None/Apparently Normal
60188,1,None/Apparently Normal
60188,2,None/Apparently Normal
60189,1,Reported as Unknown if Impaired
60189,2,Reported as Unknown if Impaired
60189,3,None/Apparently Normal
60190,1,None/Apparently Normal
60190,2,None/Apparently Normal
60191,1,None/Apparently Normal
60192,1,None/Apparently Normal
60193,1,None/Apparently Normal
60194,1,"Under the Influence of Alcohol, Drugs or Medication"
60195,1,"Under the Influence of Alcohol, Drugs or Medication"
60196,1,None/Apparently Normal
60196,2,None/Apparently Normal
60197,1,None/Apparently Normal
60198,1,"Under the Influence of Alcohol, Drugs or Medication"
60199,1,Reported as Unknown if Impaired
60200,1,"Under the Influence of Alcohol, Drugs or Medication"
60200,2,Not Reported
60201,1,Reported as Unknown if Impaired
