st_case,veh_no,vision
62861,1,No Obstruction Noted
62861,2,No Obstruction Noted
62862,1,No Obstruction Noted
62863,1,No Obstruction Noted
62864,1,No Obstruction Noted
62865,1,No Obstruction Noted
62865,2,No Obstruction Noted
62866,1,No Obstruction Noted
62867,1,No Obstruction Noted
62868,1,No Obstruction Noted
62869,1,No Obstruction Noted
62869,2,No Obstruction Noted
62870,1,No Obstruction Noted
62871,1,"Reflected Glare, Bright Sunlight, Headlights"
62872,1,No Obstruction Noted
62872,2,No Obstruction Noted
62873,1,No Obstruction Noted
62874,1,No Obstruction Noted
62875,1,No Obstruction Noted
62876,1,No Obstruction Noted
62876,2,No Obstruction Noted
62877,1,No Obstruction Noted
62878,1,No Obstruction Noted
62879,1,No Obstruction Noted
62880,1,No Obstruction Noted
62881,1,No Obstruction Noted
62882,1,No Obstruction Noted
62882,2,No Obstruction Noted
62883,1,"Reflected Glare, Bright Sunlight, Headlights"
62883,2,No Obstruction Noted
62884,1,No Obstruction Noted
62885,1,No Obstruction Noted
62886,1,No Obstruction Noted
62887,1,No Obstruction Noted
62888,1,No Obstruction Noted
62888,2,No Obstruction Noted
62889,1,No Obstruction Noted
62890,1,No Obstruction Noted
62891,1,No Obstruction Noted
62891,2,No Obstruction Noted
62892,1,No Obstruction Noted
62893,1,"Reflected Glare, Bright Sunlight, Headlights"
62893,1,Broken or Improperly Cleaned Windshield
62894,1,No Obstruction Noted
62895,1,No Obstruction Noted
62896,1,No Obstruction Noted
62897,1,No Obstruction Noted
62898,1,No Obstruction Noted
62899,1,No Obstruction Noted
62900,1,No Obstruction Noted
62901,1,No Obstruction Noted
62902,1,No Obstruction Noted
62903,1,No Obstruction Noted
62903,2,No Obstruction Noted
62903,3,No Obstruction Noted
62903,4,No Obstruction Noted
62903,5,No Obstruction Noted
62904,1,No Obstruction Noted
62904,2,No Obstruction Noted
62905,1,No Driver Present/Unknown if Driver present
62905,2,No Obstruction Noted
62906,1,No Obstruction Noted
62907,1,No Obstruction Noted
62907,2,No Obstruction Noted
62907,3,No Obstruction Noted
62907,4,No Obstruction Noted
62907,5,No Obstruction Noted
62908,1,No Obstruction Noted
62908,2,No Obstruction Noted
62909,1,No Obstruction Noted
62909,2,No Obstruction Noted
62910,1,No Obstruction Noted
62910,2,No Obstruction Noted
62911,1,No Obstruction Noted
62911,2,No Obstruction Noted
62912,1,No Obstruction Noted
62913,1,No Obstruction Noted
62913,2,No Obstruction Noted
62914,1,No Obstruction Noted
62914,2,No Obstruction Noted
62914,3,No Obstruction Noted
62914,4,No Obstruction Noted
62915,1,Obstruction Interior to the Vehicle
62916,1,No Obstruction Noted
62917,1,No Obstruction Noted
62918,1,No Obstruction Noted
62918,2,No Obstruction Noted
62919,1,No Obstruction Noted
62920,1,No Obstruction Noted
62921,1,No Obstruction Noted
62921,2,No Obstruction Noted
62922,1,No Obstruction Noted
62922,2,No Obstruction Noted
62922,3,No Obstruction Noted
62923,1,No Obstruction Noted
62924,1,No Obstruction Noted
62925,1,No Obstruction Noted
62926,1,No Obstruction Noted
62926,2,No Obstruction Noted
62927,1,No Driver Present/Unknown if Driver present
62928,1,No Obstruction Noted
62928,2,No Driver Present/Unknown if Driver present
62929,1,No Driver Present/Unknown if Driver present
62929,2,In-Transport Motor Vehicle (including load)
62930,1,No Obstruction Noted
62931,1,No Obstruction Noted
62931,2,No Obstruction Noted
62932,1,No Obstruction Noted
62933,1,No Obstruction Noted
62933,2,No Obstruction Noted
62934,1,No Obstruction Noted
62935,1,No Obstruction Noted
62936,1,No Obstruction Noted
62937,1,No Obstruction Noted
62937,2,No Obstruction Noted
62937,3,No Obstruction Noted
62937,4,No Obstruction Noted
62938,1,No Obstruction Noted
62939,1,No Obstruction Noted
62939,2,No Obstruction Noted
62940,1,No Obstruction Noted
62941,1,No Obstruction Noted
62941,2,No Obstruction Noted
62942,1,No Obstruction Noted
62943,1,No Obstruction Noted
62944,1,No Obstruction Noted
62945,1,No Obstruction Noted
62946,1,No Obstruction Noted
62946,2,No Obstruction Noted
62947,1,No Obstruction Noted
62947,2,No Obstruction Noted
62948,1,No Obstruction Noted
62949,1,No Obstruction Noted
62950,1,No Obstruction Noted
62951,1,No Obstruction Noted
62952,1,No Obstruction Noted
62952,2,No Obstruction Noted
62953,1,No Obstruction Noted
62954,1,No Obstruction Noted
62955,1,No Obstruction Noted
62956,1,No Obstruction Noted
62957,1,No Obstruction Noted
62958,1,No Obstruction Noted
62958,2,No Obstruction Noted
62959,1,No Obstruction Noted
62960,1,No Obstruction Noted
62960,2,No Obstruction Noted
62961,1,No Obstruction Noted
62962,1,No Obstruction Noted
62963,1,No Obstruction Noted
62964,1,No Obstruction Noted
62964,2,No Obstruction Noted
62965,1,No Obstruction Noted
62965,2,No Obstruction Noted
62966,1,No Obstruction Noted
62967,1,No Obstruction Noted
62967,2,No Obstruction Noted
62968,1,No Obstruction Noted
62969,1,No Obstruction Noted
62969,2,No Obstruction Noted
62970,1,No Obstruction Noted
62971,1,No Obstruction Noted
62972,1,No Obstruction Noted
62973,1,No Obstruction Noted
62974,1,No Obstruction Noted
62974,2,No Obstruction Noted
62975,1,No Obstruction Noted
62976,1,No Obstruction Noted
62977,1,No Obstruction Noted
62977,2,No Obstruction Noted
62978,1,No Obstruction Noted
62979,1,No Obstruction Noted
62980,1,No Obstruction Noted
62980,2,No Driver Present/Unknown if Driver present
62980,3,No Obstruction Noted
62981,1,No Obstruction Noted
62981,2,No Obstruction Noted
62982,1,No Obstruction Noted
62983,1,No Obstruction Noted
62984,1,No Obstruction Noted
62985,1,No Obstruction Noted
62985,2,No Obstruction Noted
62986,1,No Obstruction Noted
62987,1,No Obstruction Noted
62988,1,No Obstruction Noted
62988,2,No Obstruction Noted
62989,1,No Obstruction Noted
62990,1,No Obstruction Noted
62990,2,No Obstruction Noted
62992,1,No Obstruction Noted
62993,1,No Obstruction Noted
62994,1,No Obstruction Noted
62994,2,No Obstruction Noted
62994,3,No Obstruction Noted
62995,1,No Obstruction Noted
62996,1,No Obstruction Noted
62997,1,No Obstruction Noted
62997,2,No Obstruction Noted
62998,1,No Obstruction Noted
62999,1,No Obstruction Noted
63000,1,No Obstruction Noted
63000,2,No Obstruction Noted
63001,1,No Obstruction Noted
63002,1,No Obstruction Noted
63002,2,No Obstruction Noted
63003,1,No Obstruction Noted
63003,2,No Obstruction Noted
63004,1,No Obstruction Noted
63004,2,No Obstruction Noted
63005,1,No Obstruction Noted
63006,1,No Obstruction Noted
63006,2,No Driver Present/Unknown if Driver present
63007,1,No Obstruction Noted
63007,2,No Obstruction Noted
63008,1,No Obstruction Noted
63008,2,No Obstruction Noted
63009,1,No Obstruction Noted
63010,1,No Obstruction Noted
63010,2,No Obstruction Noted
63011,1,No Obstruction Noted
63012,1,No Obstruction Noted
63012,2,No Obstruction Noted
63013,1,No Obstruction Noted
63013,2,No Obstruction Noted
63014,1,No Obstruction Noted
63015,1,No Obstruction Noted
63016,1,No Obstruction Noted
63017,1,No Obstruction Noted
63018,1,No Obstruction Noted
63019,1,No Obstruction Noted
63020,1,No Obstruction Noted
63020,2,No Obstruction Noted
63021,1,No Obstruction Noted
63021,2,No Obstruction Noted
63022,1,No Obstruction Noted
63022,2,No Obstruction Noted
63023,1,No Obstruction Noted
63024,1,No Obstruction Noted
63025,1,No Obstruction Noted
63026,1,No Obstruction Noted
63027,1,No Obstruction Noted
63027,2,No Obstruction Noted
63028,1,No Obstruction Noted
63028,2,No Obstruction Noted
63029,1,No Obstruction Noted
63030,1,No Obstruction Noted
63030,2,No Obstruction Noted
63031,1,No Obstruction Noted
63031,2,No Obstruction Noted
63032,1,No Obstruction Noted
63032,2,No Obstruction Noted
63032,3,No Obstruction Noted
63032,4,No Obstruction Noted
63032,5,No Obstruction Noted
63033,1,No Obstruction Noted
63034,1,No Obstruction Noted
63035,1,No Obstruction Noted
63035,2,No Obstruction Noted
63036,1,No Obstruction Noted
63037,1,No Obstruction Noted
63039,1,No Obstruction Noted
63040,1,No Obstruction Noted
63041,1,No Obstruction Noted
63042,1,No Obstruction Noted
63043,1,No Obstruction Noted
63043,2,No Obstruction Noted
63044,1,No Obstruction Noted
63044,2,No Obstruction Noted
63045,1,No Obstruction Noted
63045,2,No Obstruction Noted
63046,1,No Obstruction Noted
63047,1,No Obstruction Noted
63048,1,No Obstruction Noted
63049,1,No Obstruction Noted
63050,1,No Obstruction Noted
63051,1,No Obstruction Noted
63052,1,No Obstruction Noted
63053,1,No Obstruction Noted
63054,1,No Obstruction Noted
63054,2,No Obstruction Noted
63054,3,No Obstruction Noted
63054,4,No Obstruction Noted
63054,5,No Obstruction Noted
63054,6,No Obstruction Noted
63054,7,No Obstruction Noted
63055,1,No Obstruction Noted
63055,2,No Obstruction Noted
63056,1,No Obstruction Noted
63057,1,No Obstruction Noted
63057,2,No Driver Present/Unknown if Driver present
63058,1,No Obstruction Noted
63058,2,No Obstruction Noted
63059,1,No Obstruction Noted
63059,2,No Obstruction Noted
63060,1,No Obstruction Noted
63060,2,No Obstruction Noted
63060,3,No Obstruction Noted
63061,1,No Obstruction Noted
63062,1,No Obstruction Noted
63063,1,No Obstruction Noted
63064,1,No Obstruction Noted
63065,1,No Obstruction Noted
63065,2,No Obstruction Noted
63066,1,No Obstruction Noted
63067,1,No Obstruction Noted
63067,2,No Obstruction Noted
63068,1,No Obstruction Noted
63069,1,No Obstruction Noted
63069,2,No Obstruction Noted
63070,1,No Obstruction Noted
63070,2,No Obstruction Noted
63071,1,No Obstruction Noted
63072,1,No Obstruction Noted
63072,2,No Obstruction Noted
63072,3,No Obstruction Noted
63073,1,No Obstruction Noted
63073,2,No Obstruction Noted
63074,1,No Obstruction Noted
63074,2,No Obstruction Noted
63074,3,No Obstruction Noted
63075,1,No Obstruction Noted
63075,2,No Obstruction Noted
63075,3,No Obstruction Noted
63076,1,No Obstruction Noted
63076,2,No Obstruction Noted
63077,1,No Obstruction Noted
63079,1,No Obstruction Noted
63079,2,No Obstruction Noted
63080,1,No Obstruction Noted
63081,1,No Obstruction Noted
63082,1,"Not In-Transport Motor Vehicle (parked, working)"
63083,1,No Obstruction Noted
63084,1,No Obstruction Noted
63084,2,No Obstruction Noted
63085,1,No Obstruction Noted
63085,2,No Obstruction Noted
63086,1,No Obstruction Noted
63086,2,No Obstruction Noted
63087,1,No Obstruction Noted
63087,2,No Obstruction Noted
63088,1,No Obstruction Noted
63089,1,No Obstruction Noted
63089,2,No Obstruction Noted
63090,1,No Obstruction Noted
63091,1,No Obstruction Noted
63091,2,No Obstruction Noted
63091,3,No Obstruction Noted
63091,4,No Obstruction Noted
63091,5,No Obstruction Noted
63092,1,No Obstruction Noted
63093,1,No Obstruction Noted
63093,2,No Obstruction Noted
63094,1,No Obstruction Noted
63094,2,No Obstruction Noted
63095,1,No Obstruction Noted
63096,1,No Obstruction Noted
63096,2,No Obstruction Noted
63097,1,No Obstruction Noted
63098,1,No Obstruction Noted
63098,2,No Obstruction Noted
63099,1,No Obstruction Noted
63099,2,No Obstruction Noted
63100,1,No Obstruction Noted
63100,2,No Obstruction Noted
63100,3,No Obstruction Noted
63101,1,No Obstruction Noted
63101,2,No Obstruction Noted
63102,1,No Obstruction Noted
63103,1,No Obstruction Noted
63104,1,No Obstruction Noted
63105,1,No Obstruction Noted
63105,2,No Obstruction Noted
63106,1,No Obstruction Noted
63107,1,No Obstruction Noted
63107,2,No Obstruction Noted
63108,1,No Obstruction Noted
63109,1,No Obstruction Noted
63109,2,No Obstruction Noted
63110,1,No Obstruction Noted
63111,1,No Obstruction Noted
63111,2,No Obstruction Noted
63112,1,Obstructing Angles on Vehicle
63113,1,No Obstruction Noted
63114,1,No Obstruction Noted
63115,1,"Reflected Glare, Bright Sunlight, Headlights"
63116,1,No Obstruction Noted
63116,2,No Obstruction Noted
63117,1,No Obstruction Noted
63117,2,No Obstruction Noted
63118,1,No Obstruction Noted
63118,2,No Obstruction Noted
63119,1,No Obstruction Noted
63120,1,No Obstruction Noted
63121,1,No Obstruction Noted
63122,1,No Obstruction Noted
63122,2,No Obstruction Noted
63123,1,No Obstruction Noted
63124,1,No Obstruction Noted
63125,1,No Obstruction Noted
63125,2,No Obstruction Noted
63125,3,No Obstruction Noted
63126,1,No Obstruction Noted
63126,2,No Obstruction Noted
63127,1,No Obstruction Noted
63128,1,No Obstruction Noted
63128,2,No Obstruction Noted
63128,3,No Obstruction Noted
63129,1,No Obstruction Noted
63130,1,No Obstruction Noted
63130,2,No Obstruction Noted
63131,1,No Obstruction Noted
63131,2,No Obstruction Noted
63132,1,No Obstruction Noted
63133,1,No Obstruction Noted
63134,1,No Obstruction Noted
63134,2,No Obstruction Noted
63135,1,No Obstruction Noted
63136,1,No Obstruction Noted
63136,2,No Obstruction Noted
63136,3,No Obstruction Noted
63136,4,No Obstruction Noted
63137,1,No Obstruction Noted
63137,2,No Obstruction Noted
63137,3,No Obstruction Noted
63138,1,No Obstruction Noted
63139,1,No Obstruction Noted
63139,2,No Obstruction Noted
63139,3,No Obstruction Noted
63140,1,No Obstruction Noted
63140,2,No Obstruction Noted
63140,3,No Obstruction Noted
63140,4,No Obstruction Noted
63141,1,No Obstruction Noted
63141,2,No Obstruction Noted
63142,1,No Obstruction Noted
63142,2,No Obstruction Noted
63143,1,No Obstruction Noted
63143,2,No Obstruction Noted
63144,1,No Obstruction Noted
63145,1,No Obstruction Noted
63145,2,No Obstruction Noted
63146,1,No Obstruction Noted
63146,2,No Obstruction Noted
63147,1,No Obstruction Noted
63148,1,No Obstruction Noted
63148,2,No Obstruction Noted
63149,1,No Obstruction Noted
63150,1,No Obstruction Noted
63151,1,No Obstruction Noted
63151,2,No Obstruction Noted
63152,1,No Obstruction Noted
63153,1,No Obstruction Noted
63154,1,No Obstruction Noted
63154,2,No Obstruction Noted
63154,3,No Obstruction Noted
63155,1,No Obstruction Noted
63155,2,No Obstruction Noted
63156,1,No Obstruction Noted
63157,1,No Obstruction Noted
63158,1,No Obstruction Noted
63159,1,No Obstruction Noted
63160,1,No Obstruction Noted
63161,1,No Obstruction Noted
63161,2,No Obstruction Noted
63162,1,No Obstruction Noted
63162,2,No Obstruction Noted
63163,1,No Obstruction Noted
63164,1,No Obstruction Noted
63164,2,No Obstruction Noted
63165,1,No Obstruction Noted
63166,1,No Obstruction Noted
63166,2,No Obstruction Noted
63167,1,No Obstruction Noted
63168,1,No Obstruction Noted
63169,1,No Obstruction Noted
63170,1,No Obstruction Noted
63171,1,No Obstruction Noted
63171,2,No Obstruction Noted
63172,1,No Obstruction Noted
63173,1,No Obstruction Noted
63174,1,No Obstruction Noted
63175,1,No Obstruction Noted
63176,1,No Obstruction Noted
63176,2,No Obstruction Noted
63177,1,No Obstruction Noted
63178,1,No Obstruction Noted
63179,1,No Obstruction Noted
63180,1,No Obstruction Noted
63181,1,No Obstruction Noted
63181,2,No Obstruction Noted
63181,3,No Obstruction Noted
63182,1,No Obstruction Noted
63182,2,No Obstruction Noted
63183,1,No Obstruction Noted
63184,1,No Obstruction Noted
63184,2,No Obstruction Noted
63185,1,No Obstruction Noted
63185,2,No Obstruction Noted
63186,1,No Obstruction Noted
63187,1,No Obstruction Noted
63188,1,No Obstruction Noted
63188,2,No Obstruction Noted
63189,1,No Obstruction Noted
63190,1,No Obstruction Noted
63190,2,No Obstruction Noted
63190,3,No Obstruction Noted
63191,1,No Obstruction Noted
63191,2,No Obstruction Noted
63192,1,No Obstruction Noted
63193,1,No Obstruction Noted
63194,1,No Obstruction Noted
63194,2,No Obstruction Noted
63195,1,No Obstruction Noted
63195,2,No Obstruction Noted
63196,1,No Obstruction Noted
63197,1,No Obstruction Noted
63198,1,No Obstruction Noted
63198,2,No Obstruction Noted
63199,1,No Obstruction Noted
63200,1,No Obstruction Noted
63200,2,No Obstruction Noted
63201,1,No Obstruction Noted
63201,2,No Obstruction Noted
63202,1,No Obstruction Noted
63203,1,No Obstruction Noted
63204,1,No Obstruction Noted
63205,1,No Obstruction Noted
63206,1,No Obstruction Noted
63206,2,No Obstruction Noted
63207,1,No Obstruction Noted
63207,2,No Obstruction Noted
63208,1,No Obstruction Noted
63209,1,No Obstruction Noted
63210,1,No Obstruction Noted
63210,2,No Obstruction Noted
63211,1,No Obstruction Noted
63212,1,No Obstruction Noted
63213,1,No Obstruction Noted
63213,2,No Obstruction Noted
63213,3,No Obstruction Noted
63214,1,No Obstruction Noted
63215,1,No Obstruction Noted
63216,1,No Obstruction Noted
63218,1,No Obstruction Noted
63219,1,No Obstruction Noted
63220,1,No Obstruction Noted
63220,2,No Obstruction Noted
63221,1,No Obstruction Noted
63222,1,No Obstruction Noted
63222,2,No Obstruction Noted
63222,3,No Driver Present/Unknown if Driver present
63223,1,No Obstruction Noted
63224,1,No Obstruction Noted
63225,1,No Driver Present/Unknown if Driver present
63226,1,No Obstruction Noted
63227,1,No Obstruction Noted
63228,1,No Obstruction Noted
63229,1,No Obstruction Noted
63230,1,No Obstruction Noted
63230,2,No Obstruction Noted
63230,3,No Obstruction Noted
63231,1,No Obstruction Noted
63231,2,No Obstruction Noted
63231,3,No Obstruction Noted
63232,1,No Obstruction Noted
63232,2,No Obstruction Noted
63233,1,No Obstruction Noted
63234,1,No Obstruction Noted
63234,2,No Obstruction Noted
63235,1,No Obstruction Noted
63236,1,No Obstruction Noted
63236,2,No Obstruction Noted
63236,3,No Obstruction Noted
63237,1,No Obstruction Noted
63237,2,No Obstruction Noted
63238,1,No Obstruction Noted
63238,2,No Obstruction Noted
63239,1,No Obstruction Noted
63240,1,No Obstruction Noted
63240,2,No Obstruction Noted
63241,1,No Obstruction Noted
63241,2,No Obstruction Noted
63242,1,No Obstruction Noted
63242,2,No Obstruction Noted
63243,1,No Obstruction Noted
63244,1,No Obstruction Noted
63244,2,No Obstruction Noted
63245,1,No Obstruction Noted
63245,2,No Obstruction Noted
63246,1,No Obstruction Noted
63246,2,No Obstruction Noted
63247,1,No Obstruction Noted
63248,1,No Obstruction Noted
63249,1,No Obstruction Noted
63250,1,No Obstruction Noted
63250,2,No Obstruction Noted
63251,1,No Obstruction Noted
63252,1,No Obstruction Noted
63252,2,No Obstruction Noted
63253,1,No Obstruction Noted
63254,1,No Obstruction Noted
63255,1,No Obstruction Noted
