st_case,veh_no,per_no,nmcc
121862,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121864,0,1,Failure to Yield Right-Of-Way
121868,0,1,Failure to Yield Right-Of-Way
121869,0,1,None Noted
121871,0,1,Failure to Yield Right-Of-Way
121874,0,1,None Noted
121875,0,1,None Noted
121877,0,1,Reported as Unknown
121883,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121886,0,1,Failure to Yield Right-Of-Way
121888,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
121891,0,1,Failure to Yield Right-Of-Way
121892,0,1,Failure to Yield Right-Of-Way
121896,0,1,"Dash - Run, No Visual Obstruction Noted"
121897,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121898,0,1,Other (Specify:)
121899,0,1,Failure to Yield Right-Of-Way
121900,0,1,None Noted
121903,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121908,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
121913,0,1,None Noted
121914,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121915,0,1,Failure to Yield Right-Of-Way
121917,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121917,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121921,0,1,Wrong-Way Riding or Walking
121923,0,1,Failure to Yield Right-Of-Way
121925,0,1,None Noted
121928,0,1,Failure to Yield Right-Of-Way
121929,0,1,Reported as Unknown
121930,0,1,"Dash - Run, No Visual Obstruction Noted"
121935,0,1,Reported as Unknown
121935,0,2,Reported as Unknown
121944,0,1,Failure to Yield Right-Of-Way
121945,0,1,Reported as Unknown
121948,0,1,Failure to Yield Right-Of-Way
121948,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
121951,0,1,None Noted
121953,0,1,Failure to Yield Right-Of-Way
121953,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
121957,0,1,None Noted
121957,0,2,None Noted
121959,0,1,Improper Turn/Merge
121963,0,1,Failure to Yield Right-Of-Way
121965,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
121966,0,1,None Noted
121967,0,1,Failure to Yield Right-Of-Way
121974,0,1,None Noted
121975,0,1,None Noted
121976,0,1,Failure to Yield Right-Of-Way
121976,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
121977,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
121981,0,1,Reported as Unknown
121985,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
121988,0,1,None Noted
121990,0,1,Failure to Yield Right-Of-Way
121995,0,1,Failure to Yield Right-Of-Way
122037,0,1,Failure to Yield Right-Of-Way
122038,0,1,Failure to Yield Right-Of-Way
122043,0,1,Entering/Exiting Parked or Stopped Vehicle
122044,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122044,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122045,0,1,None Noted
122047,0,1,None Noted
122050,0,1,Failure to Yield Right-Of-Way
122050,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122051,0,1,Reported as Unknown
122054,0,1,"Dash - Run, No Visual Obstruction Noted"
122055,0,1,Failure to Yield Right-Of-Way
122061,0,1,"Dash - Run, No Visual Obstruction Noted"
122066,0,1,None Noted
122071,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122081,0,1,Failure to Yield Right-Of-Way
122082,0,1,Failure to Yield Right-Of-Way
122082,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122083,0,1,Failure to Yield Right-Of-Way
122092,0,1,Failure to Yield Right-Of-Way
122093,0,1,Improper Passing
122095,0,1,Failure to Yield Right-Of-Way
122096,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122103,0,1,Failure to Yield Right-Of-Way
122103,0,2,Failure to Yield Right-Of-Way
122109,0,1,None Noted
122110,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122113,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122117,0,1,Failure to Yield Right-Of-Way
122121,0,1,Reported as Unknown
122123,0,1,Wrong-Way Riding or Walking
122124,0,1,Failure to Yield Right-Of-Way
122124,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122124,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122125,0,1,"Dash - Run, No Visual Obstruction Noted"
122125,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122139,0,1,Failure to Yield Right-Of-Way
122140,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122143,0,1,Failure to Yield Right-Of-Way
122144,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122146,0,1,Failure to Yield Right-Of-Way
122146,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122147,0,1,Failure to Yield Right-Of-Way
122152,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122156,0,1,None Noted
122158,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122160,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122162,0,1,Entering/Exiting Parked or Stopped Vehicle
122162,0,2,Entering/Exiting Parked or Stopped Vehicle
122166,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122174,0,1,Failure to Yield Right-Of-Way
122175,0,1,Wrong-Way Riding or Walking
122177,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122177,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122178,0,1,Failure to Yield Right-Of-Way
122185,0,1,Failure to Yield Right-Of-Way
122186,0,1,Failure to Yield Right-Of-Way
122186,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122188,0,1,Failure to Yield Right-Of-Way
122190,0,1,None Noted
122192,0,1,"Dash - Run, No Visual Obstruction Noted"
122198,0,1,Failure to Yield Right-Of-Way
122200,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122201,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122202,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122204,0,1,Failure to Yield Right-Of-Way
122208,0,1,Reported as Unknown
122212,0,1,Failure to Yield Right-Of-Way
122214,0,1,Wrong-Way Riding or Walking
122217,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122218,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122222,0,1,"Dash - Run, No Visual Obstruction Noted"
122224,0,1,Failure to Yield Right-Of-Way
122225,0,1,Reported as Unknown
122227,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122230,0,1,Failure to Yield Right-Of-Way
122234,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122235,0,1,Failure to Yield Right-Of-Way
122242,0,1,Failure to Yield Right-Of-Way
122245,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122246,0,1,Wrong-Way Riding or Walking
122251,0,1,Failure to Yield Right-Of-Way
122251,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122254,0,1,"Dash - Run, No Visual Obstruction Noted"
122254,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122255,0,1,None Noted
122257,0,1,None Noted
122259,0,1,Wrong-Way Riding or Walking
122259,0,2,Wrong-Way Riding or Walking
122260,0,1,Reported as Unknown
122262,0,1,None Noted
122263,0,1,Failure to Yield Right-Of-Way
122264,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122270,0,1,None Noted
122275,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122277,0,1,Wrong-Way Riding or Walking
122277,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122279,0,1,Wrong-Way Riding or Walking
122279,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122279,0,2,Wrong-Way Riding or Walking
122279,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
122280,0,1,Failure to Yield Right-Of-Way
122281,0,1,Failure to Yield Right-Of-Way
122281,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122283,0,1,Failure to Yield Right-Of-Way
122285,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122285,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122286,0,1,Failure to Yield Right-Of-Way
122291,0,1,Reported as Unknown
122294,0,1,Failure to Yield Right-Of-Way
122298,0,1,Failure to Yield Right-Of-Way
122301,0,1,Failure to Yield Right-Of-Way
122302,0,1,Failure to Yield Right-Of-Way
122309,0,1,Failure to Yield Right-Of-Way
122310,0,1,Failure to Yield Right-Of-Way
122316,0,1,Failure to Yield Right-Of-Way
122318,0,1,Failure to Yield Right-Of-Way
122323,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122323,0,1,Wrong-Way Riding or Walking
122329,0,1,Failure to Yield Right-Of-Way
122330,0,1,Failure to Yield Right-Of-Way
122331,0,1,None Noted
122333,0,1,Failure to Yield Right-Of-Way
122335,0,1,Failure to Yield Right-Of-Way
122337,0,1,Failure to Yield Right-Of-Way
122339,0,1,Failure to Yield Right-Of-Way
122340,0,1,None Noted
122342,0,1,None Noted
122351,0,1,None Noted
122353,0,1,Failure to Yield Right-Of-Way
122353,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122363,0,1,None Noted
122363,0,2,None Noted
122363,0,3,None Noted
122366,0,1,None Noted
122367,0,1,None Noted
122373,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122374,0,1,Failure to Yield Right-Of-Way
122375,0,1,Improper Turn/Merge
122378,0,1,Reported as Unknown
122381,0,1,Failure to Yield Right-Of-Way
122386,0,1,Failure to Yield Right-Of-Way
122386,0,2,Failure to Yield Right-Of-Way
122389,0,1,None Noted
122390,0,1,Wrong-Way Riding or Walking
122391,0,1,Failure to Yield Right-Of-Way
122391,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122397,0,1,None Noted
122397,0,2,None Noted
122398,0,1,Failure to Yield Right-Of-Way
122398,0,1,Wrong-Way Riding or Walking
122401,0,1,Failure to Yield Right-Of-Way
122403,0,1,None Noted
122405,0,1,None Noted
122414,0,1,Wrong-Way Riding or Walking
122416,0,1,Entering/Exiting Parked or Stopped Vehicle
122416,0,2,Entering/Exiting Parked or Stopped Vehicle
122417,0,1,Failure to Yield Right-Of-Way
122417,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122417,0,1,Wrong-Way Riding or Walking
122420,0,1,Failure to Yield Right-Of-Way
122421,0,1,None Noted
122432,0,1,Failure to Yield Right-Of-Way
122443,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122446,0,1,Failure to Yield Right-Of-Way
122447,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122449,0,1,Failure to Yield Right-Of-Way
122452,0,1,Failure to Yield Right-Of-Way
122452,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122465,0,1,None Noted
122468,0,1,Failure to Yield Right-Of-Way
122469,0,1,None Noted
122470,0,1,Wrong-Way Riding or Walking
122473,0,1,Failure to Yield Right-Of-Way
122478,0,1,Failure to Yield Right-Of-Way
122480,0,1,Failure to Yield Right-Of-Way
122480,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122482,0,1,Failure to Yield Right-Of-Way
122482,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122485,0,1,Failure to Yield Right-Of-Way
122486,0,1,Failure to Yield Right-Of-Way
122488,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122491,0,1,None Noted
122493,0,1,Failure to Yield Right-Of-Way
122497,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122504,0,1,Failure to Yield Right-Of-Way
122504,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122506,0,1,None Noted
122515,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122517,0,1,Failure to Yield Right-Of-Way
122518,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122522,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122523,0,1,Reported as Unknown
122525,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122526,0,1,Failure to Yield Right-Of-Way
122527,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122528,0,1,Failure to Yield Right-Of-Way
122529,0,1,Failure to Yield Right-Of-Way
122529,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122531,0,1,Failure to Yield Right-Of-Way
122532,0,1,None Noted
122533,0,1,Failure to Yield Right-Of-Way
122537,0,1,Failure to Yield Right-Of-Way
122538,0,1,Failure to Yield Right-Of-Way
122538,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122540,0,1,None Noted
122540,0,2,None Noted
122540,0,3,None Noted
122540,0,4,None Noted
122542,0,1,None Noted
122549,0,1,Failure to Yield Right-Of-Way
122550,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122550,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122551,0,1,None Noted
122557,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122561,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122563,0,1,Failure to Yield Right-Of-Way
122568,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122571,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122574,0,1,Failure to Yield Right-Of-Way
122576,0,1,Reported as Unknown
122578,0,1,Failure to Yield Right-Of-Way
122579,0,1,Failure to Yield Right-Of-Way
122580,0,1,"Dash - Run, No Visual Obstruction Noted"
122587,0,1,Failure to Yield Right-Of-Way
122595,0,1,Wrong-Way Riding or Walking
122598,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122603,0,1,"Dash - Run, No Visual Obstruction Noted"
122605,0,1,Failure to Yield Right-Of-Way
122608,0,1,Wrong-Way Riding or Walking
122610,0,1,None Noted
122610,0,2,None Noted
122611,0,1,Improper Turn/Merge
122611,0,1,Failure to Yield Right-Of-Way
122623,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122630,0,1,Failure to Yield Right-Of-Way
122637,0,1,"Dash - Run, No Visual Obstruction Noted"
122638,0,1,Failure to Yield Right-Of-Way
122646,0,1,Failure to Yield Right-Of-Way
122647,0,1,Failure to Yield Right-Of-Way
122648,0,1,Failure to Yield Right-Of-Way
122653,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122653,0,1,Wrong-Way Riding or Walking
122654,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122655,0,1,Wrong-Way Riding or Walking
122655,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122663,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122666,0,1,Failure to Yield Right-Of-Way
122666,0,1,Wrong-Way Riding or Walking
122668,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122669,0,1,Failure to Yield Right-Of-Way
122674,0,1,Failure to Yield Right-Of-Way
122681,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122683,0,1,None Noted
122687,0,1,Reported as Unknown
122688,0,1,Riding on Wrong Side of Road
122688,0,2,Riding on Wrong Side of Road
122689,0,1,None Noted
122689,0,2,None Noted
122692,0,1,Failure to Yield Right-Of-Way
122692,0,2,Failure to Yield Right-Of-Way
122693,0,1,Failure to Yield Right-Of-Way
122694,0,1,None Noted
122698,0,1,Failure to Yield Right-Of-Way
122698,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122702,0,1,Failure to Yield Right-Of-Way
122704,0,1,None Noted
122704,0,2,None Noted
122704,0,3,None Noted
122705,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122705,0,2,Improper Crossing of Roadway or Intersection (Jaywalking)
122710,0,1,Failure to Yield Right-Of-Way
122710,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122714,0,1,None Noted
122716,0,1,None Noted
122717,0,1,Failure to Yield Right-Of-Way
122717,0,2,Failure to Yield Right-Of-Way
122718,0,1,None Noted
122722,0,1,Failure to Yield Right-Of-Way
122722,0,1,"Dash - Run, No Visual Obstruction Noted"
122727,0,1,Failure to Yield Right-Of-Way
122730,0,1,None Noted
122732,0,1,Improper Turn/Merge
122733,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122734,0,1,None Noted
122736,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122738,0,1,Reported as Unknown
122741,0,1,None Noted
122743,0,1,Wrong-Way Riding or Walking
122749,0,1,Failure to Yield Right-Of-Way
122749,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122752,0,1,Failure to Yield Right-Of-Way
122757,0,1,Wrong-Way Riding or Walking
122761,0,1,Reported as Unknown
122762,0,1,None Noted
122767,0,1,Failure to Yield Right-Of-Way
122771,0,1,"Dash - Run, No Visual Obstruction Noted"
122778,0,1,Failure to Yield Right-Of-Way
122778,0,1,"Dash - Run, No Visual Obstruction Noted"
122785,0,1,Failure to Yield Right-Of-Way
122789,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122789,0,1,"Dash - Run, No Visual Obstruction Noted"
122791,0,1,"Dash - Run, No Visual Obstruction Noted"
122795,0,1,Failure to Yield Right-Of-Way
122795,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122798,0,1,Failure to Yield Right-Of-Way
122799,0,1,Failure to Yield Right-Of-Way
122801,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122806,0,1,Failure to Yield Right-Of-Way
122806,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122813,0,1,Failure to Yield Right-Of-Way
122815,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122816,0,1,Failure to Yield Right-Of-Way
122821,0,1,None Noted
122827,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122830,0,1,Reported as Unknown
122831,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122840,0,1,Failure to Yield Right-Of-Way
122843,0,1,Wrong-Way Riding or Walking
122845,0,1,None Noted
122850,0,1,Failure to Yield Right-Of-Way
122855,0,1,None Noted
122856,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122857,0,1,Reported as Unknown
122862,0,1,Failure to Yield Right-Of-Way
122863,0,1,Failure to Yield Right-Of-Way
122864,0,1,Failure to Yield Right-Of-Way
122866,0,1,Failure to Yield Right-Of-Way
122867,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122869,0,1,Failure to Yield Right-Of-Way
122873,0,1,None Noted
122881,0,1,Failure to Yield Right-Of-Way
122881,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122884,0,1,None Noted
122890,0,1,None Noted
122891,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122893,0,1,None Noted
122894,0,1,Failure to Yield Right-Of-Way
122895,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122899,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122899,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122900,0,1,Reported as Unknown
122902,0,1,Failure to Yield Right-Of-Way
122903,0,1,Failure to Yield Right-Of-Way
122907,0,1,Failure to Yield Right-Of-Way
122908,0,1,Failure to Yield Right-Of-Way
122909,0,1,Failure to Yield Right-Of-Way
122918,0,1,Failure to Yield Right-Of-Way
122918,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
122922,0,1,Reported as Unknown
122925,0,1,Failure to Yield Right-Of-Way
122926,0,1,Wrong-Way Riding or Walking
122926,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122935,0,1,Reported as Unknown
122942,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
122945,0,1,Failure to Yield Right-Of-Way
122947,0,1,None Noted
122948,0,1,Failure to Yield Right-Of-Way
122949,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
122949,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
122950,0,1,Failure to Yield Right-Of-Way
122951,0,1,Wrong-Way Riding or Walking
122954,0,1,Reported as Unknown
122955,0,1,None Noted
122956,0,1,Failure to Yield Right-Of-Way
122957,0,1,Dart-Out - Visual Obstruction Noted
122958,0,1,Reported as Unknown
122964,0,1,None Noted
122964,0,2,None Noted
122968,0,1,Failure to Yield Right-Of-Way
