ST_CASE,VEH_NO,DRIVER_IMPAIRMENT
63287,1,"Ill, Blackout"
63287,2,
63288,1,Asleep or Fatigued
63289,1,"Under the Influence of Alcohol, Drugs or Medication"
63290,1,None/Apparently Normal
63291,1,None/Apparently Normal
63291,2,None/Apparently Normal
63292,1,None/Apparently Normal
63292,2,None/Apparently Normal
63292,3,None/Apparently Normal
63293,1,None/Apparently Normal
63294,1,None/Apparently Normal
63295,1,"Under the Influence of Alcohol, Drugs or Medication"
63296,1,"Under the Influence of Alcohol, Drugs or Medication"
63296,2,None/Apparently Normal
63297,1,None/Apparently Normal
63298,1,"Under the Influence of Alcohol, Drugs or Medication"
63298,2,None/Apparently Normal
63299,1,None/Apparently Normal
63299,2,None/Apparently Normal
63299,3,None/Apparently Normal
63300,1,
63301,1,
63301,2,None/Apparently Normal
63302,1,"Under the Influence of Alcohol, Drugs or Medication"
63302,2,
63303,1,
63304,1,
63305,1,None/Apparently Normal
63306,1,"Under the Influence of Alcohol, Drugs or Medication"
63307,1,"Under the Influence of Alcohol, Drugs or Medication"
63308,1,None/Apparently Normal
63309,1,"Under the Influence of Alcohol, Drugs or Medication"
63310,1,
63311,1,
63312,1,None/Apparently Normal
63313,1,None/Apparently Normal
63314,1,"Under the Influence of Alcohol, Drugs or Medication"
63314,2,
63315,1,
63316,1,
63316,2,
63317,1,None/Apparently Normal
63317,2,None/Apparently Normal
63318,1,
63319,1,None/Apparently Normal
63319,2,None/Apparently Normal
63319,3,None/Apparently Normal
63320,1,None/Apparently Normal
63321,1,None/Apparently Normal
63322,1,
63323,1,
63324,1,
63325,1,
63325,2,
63326,1,
63327,1,None/Apparently Normal
63327,2,
63328,1,None/Apparently Normal
63329,1,"Under the Influence of Alcohol, Drugs or Medication"
63330,1,None/Apparently Normal
63331,1,
63332,1,
63332,2,
63333,1,None/Apparently Normal
63334,1,
63334,2,None/Apparently Normal
63334,3,None/Apparently Normal
63335,1,"Under the Influence of Alcohol, Drugs or Medication"
63336,1,
63337,1,"Under the Influence of Alcohol, Drugs or Medication"
63338,1,
63339,1,
63339,2,
63340,1,"Under the Influence of Alcohol, Drugs or Medication"
63341,1,None/Apparently Normal
63341,2,None/Apparently Normal
63342,1,None/Apparently Normal
63343,1,"Under the Influence of Alcohol, Drugs or Medication"
63344,1,None/Apparently Normal
63344,2,
63345,1,
63345,2,None/Apparently Normal
63346,1,
63347,1,
63348,1,"Under the Influence of Alcohol, Drugs or Medication"
63348,2,
63348,3,
63348,4,
63349,1,
63350,1,
63350,2,
63351,1,
63352,1,None/Apparently Normal
63353,1,
63354,1,"Under the Influence of Alcohol, Drugs or Medication"
63355,1,
63356,1,None/Apparently Normal
63356,2,None/Apparently Normal
63357,1,None/Apparently Normal
63358,1,Asleep or Fatigued
63359,1,
63360,1,"Under the Influence of Alcohol, Drugs or Medication"
63361,1,
63362,1,
63362,2,"Under the Influence of Alcohol, Drugs or Medication"
63363,1,"Under the Influence of Alcohol, Drugs or Medication"
63364,1,None/Apparently Normal
63365,1,
63366,1,
63366,2,
63367,1,
63368,1,
63369,1,
63370,1,None/Apparently Normal
63370,2,
63372,1,"Under the Influence of Alcohol, Drugs or Medication"
63372,2,None/Apparently Normal
63373,1,
63374,1,None/Apparently Normal
63374,2,"Under the Influence of Alcohol, Drugs or Medication"
63374,3,None/Apparently Normal
63375,1,"Under the Influence of Alcohol, Drugs or Medication"
63376,1,None/Apparently Normal
63377,1,None/Apparently Normal
63377,2,None/Apparently Normal
63378,1,"Under the Influence of Alcohol, Drugs or Medication"
63379,1,None/Apparently Normal
63380,1,None/Apparently Normal
63380,2,None/Apparently Normal
63380,3,None/Apparently Normal
63381,1,
63382,1,"Under the Influence of Alcohol, Drugs or Medication"
63383,1,"Under the Influence of Alcohol, Drugs or Medication"
63383,2,None/Apparently Normal
63384,1,None/Apparently Normal
63384,2,None/Apparently Normal
63384,3,None/Apparently Normal
63385,1,None/Apparently Normal
63386,1,
63387,1,
63387,2,"Emotional (depressed, angry, disturbed, etc.)"
63388,1,
63389,1,None/Apparently Normal
63389,2,
63390,1,
63391,1,"Under the Influence of Alcohol, Drugs or Medication"
63391,2,None/Apparently Normal
63392,1,None/Apparently Normal
63392,2,None/Apparently Normal
63392,3,None/Apparently Normal
63393,1,None/Apparently Normal
63393,2,
63394,1,"Under the Influence of Alcohol, Drugs or Medication"
63394,2,None/Apparently Normal
63395,1,
63396,1,
63397,1,
63397,2,
63398,1,None/Apparently Normal
63399,1,None/Apparently Normal
63400,1,None/Apparently Normal
63401,1,"Under the Influence of Alcohol, Drugs or Medication"
63401,2,None/Apparently Normal
63402,1,
63403,1,"Under the Influence of Alcohol, Drugs or Medication"
63403,2,None/Apparently Normal
63404,1,
63405,1,None/Apparently Normal
63406,1,None/Apparently Normal
63407,1,None/Apparently Normal
63408,1,
63408,2,
63409,1,None/Apparently Normal
63410,1,None/Apparently Normal
63411,1,"Under the Influence of Alcohol, Drugs or Medication"
63411,2,
63412,1,
63413,1,
63413,2,
63414,1,
63414,2,
63415,1,None/Apparently Normal
63416,1,
63417,1,
63417,2,None/Apparently Normal
63418,1,"Under the Influence of Alcohol, Drugs or Medication"
63419,1,
63419,2,None/Apparently Normal
63419,3,None/Apparently Normal
63419,4,
63419,5,
63420,1,
63421,1,
63422,1,
63423,1,None/Apparently Normal
63423,2,
63423,3,None/Apparently Normal
63424,1,None/Apparently Normal
63424,2,
63425,1,None/Apparently Normal
63425,2,None/Apparently Normal
63425,3,
63425,4,None/Apparently Normal
63425,5,None/Apparently Normal
63425,6,None/Apparently Normal
63425,7,None/Apparently Normal
63426,1,None/Apparently Normal
63427,1,
63428,1,"Under the Influence of Alcohol, Drugs or Medication"
63429,1,"Under the Influence of Alcohol, Drugs or Medication"
63429,2,None/Apparently Normal
63430,1,"Under the Influence of Alcohol, Drugs or Medication"
63430,2,None/Apparently Normal
63430,3,None/Apparently Normal
63431,1,None/Apparently Normal
63432,1,
63432,2,
63433,1,None/Apparently Normal
63434,1,None/Apparently Normal
63434,2,"Under the Influence of Alcohol, Drugs or Medication"
63435,1,"Under the Influence of Alcohol, Drugs or Medication"
63435,2,None/Apparently Normal
63436,1,None/Apparently Normal
63437,1,
63438,1,None/Apparently Normal
63439,1,None/Apparently Normal
63440,1,"Under the Influence of Alcohol, Drugs or Medication"
63441,1,"Under the Influence of Alcohol, Drugs or Medication"
63442,1,
63442,2,"Under the Influence of Alcohol, Drugs or Medication"
63443,1,None/Apparently Normal
63444,1,"Under the Influence of Alcohol, Drugs or Medication"
63444,2,None/Apparently Normal
63445,1,"Under the Influence of Alcohol, Drugs or Medication"
63445,2,
63446,1,
63447,1,None/Apparently Normal
63448,1,
63449,1,None/Apparently Normal
63450,1,"Under the Influence of Alcohol, Drugs or Medication"
63450,2,
63451,1,None/Apparently Normal
63452,1,
63452,2,None/Apparently Normal
63452,3,None/Apparently Normal
63453,1,
63454,1,
63455,1,
63456,1,
63457,1,
63457,2,None/Apparently Normal
63458,1,
63459,1,
63460,1,
63461,1,
63462,1,
63462,2,None/Apparently Normal
63463,1,"Under the Influence of Alcohol, Drugs or Medication"
63464,1,
63464,2,None/Apparently Normal
63465,1,
63466,1,"Under the Influence of Alcohol, Drugs or Medication"
63466,2,None/Apparently Normal
63467,1,"Under the Influence of Alcohol, Drugs or Medication"
63467,2,
63468,1,"Under the Influence of Alcohol, Drugs or Medication"
63469,1,
63469,2,
63470,1,None/Apparently Normal
63470,2,"Under the Influence of Alcohol, Drugs or Medication"
63471,1,
63472,1,None/Apparently Normal
63473,1,
63474,1,
63474,2,None/Apparently Normal
63475,1,None/Apparently Normal
63475,2,
63476,1,
63476,2,
63477,1,
63478,1,None/Apparently Normal
63478,2,None/Apparently Normal
63479,1,
63480,1,"Under the Influence of Alcohol, Drugs or Medication"
63481,1,
63481,2,None/Apparently Normal
63482,1,
63483,1,
63483,2,None/Apparently Normal
63484,1,
63485,1,None/Apparently Normal
63485,2,None/Apparently Normal
63486,1,None/Apparently Normal
63487,1,
63487,2,
63488,1,
63489,1,
63490,1,"Under the Influence of Alcohol, Drugs or Medication"
63491,1,None/Apparently Normal
63492,1,"Under the Influence of Alcohol, Drugs or Medication"
63493,1,
63493,2,None/Apparently Normal
63494,1,"Under the Influence of Alcohol, Drugs or Medication"
63494,2,None/Apparently Normal
63494,3,None/Apparently Normal
63494,4,None/Apparently Normal
63494,5,None/Apparently Normal
63495,1,None/Apparently Normal
63496,1,"Under the Influence of Alcohol, Drugs or Medication"
63496,2,
63496,3,None/Apparently Normal
63496,4,"Under the Influence of Alcohol, Drugs or Medication"
63497,1,None/Apparently Normal
63498,1,
63499,1,
63500,1,"Under the Influence of Alcohol, Drugs or Medication"
63501,1,"Ill, Blackout"
63502,1,
63503,1,"Under the Influence of Alcohol, Drugs or Medication"
63504,1,
63505,1,None/Apparently Normal
63505,2,
63506,1,"Under the Influence of Alcohol, Drugs or Medication"
63506,2,None/Apparently Normal
63507,1,"Under the Influence of Alcohol, Drugs or Medication"
63507,2,None/Apparently Normal
63508,1,None/Apparently Normal
63509,1,None/Apparently Normal
63510,1,
63510,2,None/Apparently Normal
63511,1,
63512,1,"Under the Influence of Alcohol, Drugs or Medication"
63512,2,None/Apparently Normal
63513,1,
63514,1,
63515,1,Asleep or Fatigued
63517,1,
63518,1,None/Apparently Normal
63519,1,"Under the Influence of Alcohol, Drugs or Medication"
63520,1,
63521,1,None/Apparently Normal
63521,2,"Under the Influence of Alcohol, Drugs or Medication"
63522,1,"Under the Influence of Alcohol, Drugs or Medication"
63523,1,None/Apparently Normal
63525,1,"Under the Influence of Alcohol, Drugs or Medication"
63526,1,
63527,1,None/Apparently Normal
63528,1,None/Apparently Normal
63529,1,None/Apparently Normal
63530,1,None/Apparently Normal
63531,1,
63532,1,
63533,1,"Under the Influence of Alcohol, Drugs or Medication"
63534,1,
63534,2,None/Apparently Normal
63535,1,None/Apparently Normal
63536,1,"Ill, Blackout"
63536,3,None/Apparently Normal
63536,4,None/Apparently Normal
63537,1,None/Apparently Normal
63538,1,None/Apparently Normal
63539,1,"Under the Influence of Alcohol, Drugs or Medication"
63539,2,
63540,1,None/Apparently Normal
63541,1,None/Apparently Normal
63542,1,None/Apparently Normal
63542,2,None/Apparently Normal
63543,1,
63543,2,None/Apparently Normal
63544,1,None/Apparently Normal
63545,1,"Under the Influence of Alcohol, Drugs or Medication"
63546,1,"Under the Influence of Alcohol, Drugs or Medication"
63546,2,
63547,1,None/Apparently Normal
63547,2,
63548,1,None/Apparently Normal
63549,1,
63549,2,None/Apparently Normal
63550,1,
63550,2,
63551,1,"Under the Influence of Alcohol, Drugs or Medication"
63551,2,"Under the Influence of Alcohol, Drugs or Medication"
63551,3,None/Apparently Normal
63552,1,None/Apparently Normal
63552,2,None/Apparently Normal
63553,1,
63554,1,None/Apparently Normal
63555,1,None/Apparently Normal
63556,1,None/Apparently Normal
63556,2,None/Apparently Normal
63556,3,None/Apparently Normal
63556,4,None/Apparently Normal
63557,1,None/Apparently Normal
63558,1,
63558,2,None/Apparently Normal
63558,3,None/Apparently Normal
63558,4,None/Apparently Normal
63559,1,None/Apparently Normal
63559,2,None/Apparently Normal
63560,1,
63561,1,"Under the Influence of Alcohol, Drugs or Medication"
63562,1,
63563,1,
63563,2,Deaf/Hard of Hearing
63563,3,
63564,1,
63565,1,
63565,2,
63566,1,
63566,2,
63567,1,None/Apparently Normal
63568,1,
63569,1,"Under the Influence of Alcohol, Drugs or Medication"
63569,2,
63569,3,
63570,1,None/Apparently Normal
63571,1,
63572,1,None/Apparently Normal
63573,1,
63573,2,
63574,1,
63575,1,
63576,1,None/Apparently Normal
63577,1,
63578,1,
63579,1,None/Apparently Normal
63580,1,"Under the Influence of Alcohol, Drugs or Medication"
63581,1,
63581,2,
63582,1,"Under the Influence of Alcohol, Drugs or Medication"
63583,1,None/Apparently Normal
63583,2,
63584,1,"Under the Influence of Alcohol, Drugs or Medication"
63585,1,None/Apparently Normal
63586,1,None/Apparently Normal
63587,1,None/Apparently Normal
63587,2,None/Apparently Normal
63588,1,None/Apparently Normal
63589,1,None/Apparently Normal
63589,2,None/Apparently Normal
63589,3,None/Apparently Normal
63589,4,None/Apparently Normal
63589,5,None/Apparently Normal
63589,6,None/Apparently Normal
63589,7,None/Apparently Normal
63589,8,None/Apparently Normal
63589,9,None/Apparently Normal
63590,1,
63590,2,
63591,1,None/Apparently Normal
63592,1,
63593,1,None/Apparently Normal
63594,1,None/Apparently Normal
63595,1,"Under the Influence of Alcohol, Drugs or Medication"
63596,1,
63597,1,
63598,1,None/Apparently Normal
63599,1,
63600,1,
63601,1,
63601,2,None/Apparently Normal
63602,1,
63602,2,
63603,1,None/Apparently Normal
63604,1,
63605,1,
63606,1,
63607,1,"Under the Influence of Alcohol, Drugs or Medication"
63607,2,
63608,1,
63608,2,None/Apparently Normal
63609,1,None/Apparently Normal
63610,1,
63610,2,
63611,1,
63611,2,
63611,3,
63611,4,
63612,1,
63613,1,
63613,2,None/Apparently Normal
63614,1,
63615,1,None/Apparently Normal
63616,1,None/Apparently Normal
63617,1,
63618,1,None/Apparently Normal
63618,2,None/Apparently Normal
63619,1,None/Apparently Normal
63619,2,
63620,1,
63620,2,None/Apparently Normal
63621,1,
63622,1,"Under the Influence of Alcohol, Drugs or Medication"
63623,1,"Under the Influence of Alcohol, Drugs or Medication"
63624,1,
63624,2,None/Apparently Normal
63625,1,
63626,1,
63626,2,
63627,1,
63628,1,
63628,2,
63629,1,
63629,2,None/Apparently Normal
63630,1,
63631,1,
63632,1,None/Apparently Normal
63633,1,None/Apparently Normal
63634,1,None/Apparently Normal
63634,2,None/Apparently Normal
63635,1,
63635,2,None/Apparently Normal
63635,3,None/Apparently Normal
63636,1,
63636,2,
63636,3,None/Apparently Normal
63637,1,"Under the Influence of Alcohol, Drugs or Medication"
63638,1,
63639,1,
63640,1,
63640,2,
63641,1,
63641,2,
63642,1,
63642,2,None/Apparently Normal
63643,1,None/Apparently Normal
63644,1,None/Apparently Normal
63645,1,
63646,1,
63646,2,
63647,1,None/Apparently Normal
63648,1,
63649,1,
63650,1,
63651,1,None/Apparently Normal
63652,1,None/Apparently Normal
63653,1,"Under the Influence of Alcohol, Drugs or Medication"
63654,1,
63654,2,
63655,1,None/Apparently Normal
63656,1,
63657,1,
63658,1,
63659,1,
63660,1,"Under the Influence of Alcohol, Drugs or Medication"
63661,1,"Under the Influence of Alcohol, Drugs or Medication"
63662,1,
63663,1,
63664,1,
63664,2,
63665,1,"Under the Influence of Alcohol, Drugs or Medication"
63666,1,
63667,1,
63668,1,
63669,1,
63669,2,
63670,1,None/Apparently Normal
63670,2,None/Apparently Normal
63670,3,None/Apparently Normal
63670,4,None/Apparently Normal
63671,1,None/Apparently Normal
63671,2,
63672,1,
63672,2,
63673,1,
63674,1,None/Apparently Normal
63675,1,None/Apparently Normal
63676,1,
63676,2,None/Apparently Normal
63677,1,"Under the Influence of Alcohol, Drugs or Medication"
63677,2,None/Apparently Normal
63678,1,
63678,2,None/Apparently Normal
63679,1,
63680,1,"Under the Influence of Alcohol, Drugs or Medication"
63680,2,None/Apparently Normal
63681,1,"Under the Influence of Alcohol, Drugs or Medication"
63681,2,None/Apparently Normal
63682,1,None/Apparently Normal
63683,1,None/Apparently Normal
63683,2,None/Apparently Normal
63684,1,None/Apparently Normal
63684,2,
63685,1,None/Apparently Normal
63686,1,None/Apparently Normal
63687,1,None/Apparently Normal
63688,1,
63689,1,
63690,1,"Under the Influence of Alcohol, Drugs or Medication"
63690,2,None/Apparently Normal
63691,1,
63691,2,
63692,1,"Ill, Blackout"
63692,2,None/Apparently Normal
63693,1,
63694,1,None/Apparently Normal
63695,1,None/Apparently Normal
63696,1,
63697,1,
63697,2,
63698,1,"Under the Influence of Alcohol, Drugs or Medication"
63698,2,
63698,3,None/Apparently Normal
63699,1,"Under the Influence of Alcohol, Drugs or Medication"
63700,1,"Under the Influence of Alcohol, Drugs or Medication"
63701,1,"Under the Influence of Alcohol, Drugs or Medication"
63702,1,None/Apparently Normal
63702,2,None/Apparently Normal
63702,3,None/Apparently Normal
63703,1,
63704,1,
63705,1,"Ill, Blackout"
63705,2,
63706,1,
63706,2,
63706,4,
63707,1,"Under the Influence of Alcohol, Drugs or Medication"
63707,2,None/Apparently Normal
63708,1,
63709,1,
63709,2,
63710,1,
63710,2,"Under the Influence of Alcohol, Drugs or Medication"
63711,1,None/Apparently Normal
63712,1,None/Apparently Normal
63713,1,None/Apparently Normal
63713,2,None/Apparently Normal
63714,1,None/Apparently Normal
63715,1,None/Apparently Normal
63715,2,None/Apparently Normal
63716,1,
63717,1,None/Apparently Normal
63718,1,
63718,2,
63719,1,
63719,2,
63720,1,
63720,2,None/Apparently Normal
63720,3,
63721,1,"Under the Influence of Alcohol, Drugs or Medication"
63721,2,None/Apparently Normal
63722,1,"Under the Influence of Alcohol, Drugs or Medication"
63722,2,None/Apparently Normal
63723,1,Asleep or Fatigued
63723,1,"Under the Influence of Alcohol, Drugs or Medication"
63724,1,None/Apparently Normal
63725,1,
63725,2,
63726,1,
63726,2,
63727,1,None/Apparently Normal
63727,2,None/Apparently Normal
63728,1,None/Apparently Normal
63729,1,None/Apparently Normal
63730,1,
63731,1,None/Apparently Normal
63731,2,None/Apparently Normal
63731,3,None/Apparently Normal
63732,1,
63733,1,
63734,1,"Under the Influence of Alcohol, Drugs or Medication"
63734,2,None/Apparently Normal
63735,1,None/Apparently Normal
63736,1,None/Apparently Normal
63736,2,None/Apparently Normal
63737,1,
63738,1,
