ST_CASE,VEH_NO,VIOLATION
120902,2,None
120903,1,None
120904,1,Fail to yield generally
120904,1,Fail to carry insurance card
120904,2,None
120905,1,None
120906,1,"Turn, yield, signaling violations generally"
120906,2,None
120907,1,Fail to obey stop sign
120907,2,None
120908,1,None
120908,2,None
120909,1,None
120910,1,None
120910,2,None
120911,1,None
120911,2,None
120912,1,None
120912,2,None
120912,3,None
120913,1,None
120913,2,None
120913,3,None
120914,1,None
120914,2,None
120915,1,None
120916,1,None
120917,1,None
120918,1,Fail to stop for red signal
120918,2,None
120919,1,None
120920,1,None
120920,2,None
120921,1,None
120921,2,None
120922,1,None
120922,2,None
120923,1,None
120924,1,"Inattentive, careless, improper driving, driving without due care"
120924,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120925,1,None
120926,1,"Turn, yield, signaling violations generally"
120926,2,None
120927,1,None
120928,1,"Inattentive, careless, improper driving, driving without due care"
120928,2,None
120929,1,None
120930,1,None
120930,2,None
120931,1,Manslaughter or homicide
120931,1,"Lane violations, generally"
120931,1,Vehicle registration violations
120931,1,Failure to require restraint use (by self or passengers)
120932,1,None
120932,2,None
120932,3,None
120933,1,"Inattentive, careless, improper driving, driving without due care"
120933,2,None
120933,3,None
120934,1,None
120934,2,None
120935,1,None
120935,2,None
120936,1,None
120937,1,None
120938,1,None
120939,1,None
120940,1,None
120941,1,None
120941,2,None
120942,1,None
120943,1,Manslaughter or homicide
120943,1,Failure to require restraint use (by self or passengers)
120943,2,None
120944,1,None
120945,1,"Inattentive, careless, improper driving, driving without due care"
120946,1,None
120946,2,None
120946,3,None
120947,1,None
120947,2,None
120948,1,None
120948,2,None
120950,1,None
120951,1,None
120952,1,"Lane violations, generally"
120952,1,Fail to carry insurance card
120953,1,None
120953,2,None
120954,1,None
120954,2,None
120955,1,None
120956,1,None
120959,1,None
120960,1,None
120961,1,None
120962,1,None
120963,1,None
120964,1,None
120965,1,None
120966,1,None
120966,2,None
120966,3,None
120967,1,None
120967,2,None
120968,1,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
120968,2,None
120969,1,None
120969,2,None
120970,1,None
120970,2,None
120970,3,None
120971,1,None
120972,1,None
120972,2,None
120973,1,Manslaughter or homicide
120973,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
120973,1,Vehicle registration violations
120973,2,Other driver license violations
120974,1,None
120975,1,None
120976,1,"Inattentive, careless, improper driving, driving without due care"
120977,1,"Inattentive, careless, improper driving, driving without due care"
120977,2,None
120977,3,None
120977,4,None
120979,1,None
120979,2,None
120980,1,"Inattentive, careless, improper driving, driving without due care"
120980,2,None
120981,1,None
120982,1,None
120982,2,None
120983,1,None
120984,1,None
120985,1,None
120986,1,None
120986,2,None
120987,1,None
120988,1,None
120988,2,None
120989,1,None
120990,1,Fail to obey stop sign
120990,2,None
120991,1,None
120992,1,Fail to yield generally
120992,2,None
120993,1,None
120994,1,None
120994,2,None
120995,1,None
120996,1,None
120996,2,None
120997,1,None
120998,1,Fail to obey stop sign
120998,2,None
121000,1,None
121000,2,None
121001,1,"Inattentive, careless, improper driving, driving without due care"
121001,1,Failure to require restraint use (by self or passengers)
121002,1,None
121003,1,None
121003,2,None
121004,1,None
121005,1,Fail to yield generally
121005,2,None
121006,1,Speeding (above the speed limit)
121006,1,Other driver license violations
121006,2,None
121006,3,None
121007,1,Manslaughter or homicide
121007,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
121007,1,Driving under influence of substance not intended to intoxicate
121007,2,None
121008,1,None
121009,1,None
121010,1,None
121010,2,None
121011,1,None
121012,1,None
121012,2,None
121012,4,None
121013,1,None
121013,2,None
121014,1,None
121014,2,None
121014,3,None
121015,1,None
121015,2,None
121016,1,None
121017,1,None
121017,2,None
121017,3,None
121018,1,None
121018,2,None
121018,3,None
121019,1,None
121020,1,None
121021,1,None
121022,1,None
121022,2,None
121023,1,None
121024,1,None
121025,1,None
121025,2,None
121026,1,None
121027,1,None
121027,2,None
121028,1,None
121028,2,None
121029,1,None
121030,1,None
121030,2,None
121031,1,None
121031,2,None
121031,3,None
121032,1,None
121033,1,Driving too slowly
121033,1,Other driver license violations
121033,2,"Inattentive, careless, improper driving, driving without due care"
121033,2,Other driver license violations
121034,1,None
121035,1,None
121036,1,None
121037,1,None
121038,1,None
121039,1,None
121040,1,None
121041,1,Fail to yield generally
121042,1,None
121043,1,None
121044,1,None
121044,2,None
121045,1,None
121045,2,None
121046,1,None
121047,1,None
121047,2,None
121048,1,None
121048,2,None
121049,1,None
121049,2,None
121050,1,None
121052,1,None
121053,1,None
121054,1,None
121054,2,None
121054,3,None
121054,4,None
121055,1,None
121055,2,None
121056,1,None
121057,1,"Inattentive, careless, improper driving, driving without due care"
121057,2,None
121057,3,None
121058,1,None
121058,2,None
121059,1,None
121060,1,None
121060,2,None
121061,1,None
121061,2,None
121062,1,None
121064,1,Manslaughter or homicide
121064,2,None
121065,1,None
121066,1,None
121067,1,None
121068,1,"Driving on left, wrong side of road, generally"
121068,2,None
121069,1,None
121069,2,Fail to obey stop sign
121070,1,None
121071,1,None
121072,1,None
121073,1,None
121073,2,None
121074,1,None
121074,2,None
121075,1,None
121076,1,None
121080,1,None
121081,1,None
121082,1,None
121082,2,None
121083,1,Other driver license violations
121083,1,Vehicle registration violations
121085,1,"Inattentive, careless, improper driving, driving without due care"
121085,1,Other driver license violations
121085,1,Vehicle registration violations
121086,1,None
121088,1,None
121090,1,None
121091,1,None
121092,1,None
121092,2,None
121093,1,None
121093,2,None
121094,1,Fail to carry insurance card
121095,1,Equipment violations generally
121096,1,None
121096,2,None
121097,1,None
121099,1,"Turn in violation of traffic control (disobey signs, turn arrow or pavement markings; not a right on red violation)"
121099,2,None
121100,1,Vehicle registration violations
121100,2,None
121101,1,None
121103,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
121103,1,Driving uninsured vehicle
121103,2,None
121104,1,Failure to require restraint use (by self or passengers)
121105,1,None
121106,1,None
121106,2,None
121107,1,None
121108,1,None
121109,1,None
121110,1,None
121111,1,None
121112,1,Manslaughter or homicide
121112,1,Other driver license violations
121112,2,None
121114,1,None
121115,1,None
121115,2,None
121116,1,None
121116,2,None
121117,1,None
121120,1,None
121121,1,"Fail to give aid, info., wait for police after crash"
121121,1,Other driver license violations
121122,1,None
121123,1,None
121124,1,"Other moving violation (coasting, backing, opening door)"
121124,2,None
121125,1,"Inattentive, careless, improper driving, driving without due care"
121125,1,Other driver license violations
121125,2,None
121126,1,None
121127,1,None
121128,1,Fail to yield generally
121128,2,None
121129,1,None
121131,1,None
121132,1,None
121133,1,None
121133,2,None
121134,1,None
121134,2,None
121135,1,Fail to yield generally
121135,2,None
121136,1,None
121137,1,None
121137,2,None
121138,1,None
121138,2,None
121139,1,None
121139,2,None
121140,1,None
121141,1,"Fail to give aid, info., wait for police after crash"
121141,1,Driving while license withdrawn
121141,2,None
121142,1,None
121142,2,None
121143,1,Fail to obey stop sign
121143,2,None
121143,3,None
121144,1,None
121144,2,None
121145,1,None
121146,1,None
121147,1,None
121148,1,Driving while license withdrawn
121148,1,Driving uninsured vehicle
121149,1,None
121150,1,None
121150,2,None
121151,1,None
121152,1,None
121153,1,None
121153,2,None
121154,1,None
121154,2,None
121155,1,None
121156,1,None
121156,2,None
121158,1,None
121159,1,None
121160,1,None
121160,2,None
121160,3,None
121161,1,Fail to yield generally
121161,2,None
121162,1,Other driver license violations
121163,1,None
121163,2,None
121164,1,None
121165,1,None
121166,1,None
121168,1,None
121169,1,None
121169,2,None
121169,3,None
121169,4,None
121170,1,"Inattentive, careless, improper driving, driving without due care"
121170,1,"Hit-and-run, fail to stop after crash"
121170,1,Vehicle registration violations
121171,1,None
121171,2,None
121172,1,None
121173,1,None
121173,2,None
121174,1,None
121175,1,None
121175,2,None
121176,1,Fail to yield generally
121176,2,None
121177,1,None
121178,1,None
121178,2,None
121179,1,None
121179,2,None
121179,3,None
121180,1,None
121182,1,None
121183,1,Unsafe or prohibited lane change
121183,2,None
121184,1,None
121185,1,None
121186,1,None
121187,1,None
121188,1,None
121188,2,None
121189,1,None
121189,2,None
121190,1,None
121190,2,None
121191,1,None
121192,1,"Hit-and-run, fail to stop after crash"
121192,1,Fail to give way when overtaken
121193,1,None
121194,1,None
121195,1,None
121195,2,None
121195,3,Failure to require restraint use (by self or passengers)
121196,1,Fail to yield generally
121196,2,None
121197,1,"Inattentive, careless, improper driving, driving without due care"
121197,2,None
121198,1,"Inattentive, careless, improper driving, driving without due care"
121198,1,Other driver license violations
121199,1,None
121199,2,None
121200,1,None
121200,2,None
121201,1,None
121203,1,None
121203,2,
121204,1,None
121204,2,None
121205,1,
121205,2,None
121206,1,None
121206,2,None
121207,1,None
121208,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
121209,1,None
121210,1,None
121210,2,None
121210,3,None
121210,4,None
121210,5,None
121211,1,None
121211,2,None
121211,3,None
121211,4,None
121213,1,None
121213,2,None
121214,1,None
121215,1,None
121215,2,
121216,1,None
121216,2,None
121217,1,None
121218,1,None
121219,1,None
121220,1,None
121221,1,None
121221,2,None
121222,1,None
121223,1,None
121224,1,None
121225,1,None
121225,2,None
121226,1,None
121226,2,None
121227,1,Manslaughter or homicide
121227,1,"Inattentive, careless, improper driving, driving without due care"
121227,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
121228,1,None
121229,1,None
121230,1,None
121230,2,None
121231,1,Fail to obey signal generally
121231,2,None
121232,1,None
121232,2,None
121233,1,
121233,2,None
121234,1,None
121235,1,None
121235,2,None
121236,1,None
121236,2,None
121236,3,None
121237,1,Manslaughter or homicide
121237,2,None
121238,1,None
121238,2,None
121239,1,None
121240,1,None
121241,1,Manslaughter or homicide
121242,1,None
121243,1,None
121244,1,None
121245,1,None
121245,2,Driving uninsured vehicle
121246,1,Driving while license withdrawn
121247,1,Fail to yield generally
121247,2,None
121248,1,None
121248,2,Other driver license violations
121249,1,"Lane violations, generally"
121249,2,None
121249,3,None
121249,4,None
121250,1,None
121250,2,None
121251,1,None
121251,2,None
121252,1,None
121252,2,None
121253,1,None
121254,1,None
121255,1,None
121255,2,None
121256,1,None
121257,1,None
121257,2,None
121258,1,None
121258,2,None
121259,1,None
121260,1,None
121260,2,None
121260,3,None
121261,1,None
121262,1,None
121262,2,None
121263,1,Manslaughter or homicide
121263,2,None
121263,3,None
121264,1,None
121265,1,None
121265,2,None
121266,1,None
121267,1,None
121268,1,None
121269,1,None
121270,1,None
121270,2,None
121271,1,None
121272,1,None
121273,1,None
121274,1,None
121274,2,None
121275,1,None
121276,1,None
121277,1,None
121277,2,None
121278,1,None
121278,2,None
121278,3,None
121279,1,None
121279,2,None
121280,1,None
121280,2,None
121281,1,None
121282,1,None
121282,2,None
121283,1,
121284,1,None
121285,1,"Inattentive, careless, improper driving, driving without due care"
121285,2,None
121286,1,"Inattentive, careless, improper driving, driving without due care"
121286,2,None
121287,1,None
121287,2,None
121288,1,None
121289,1,"Inattentive, careless, improper driving, driving without due care"
121289,2,None
121289,3,None
121290,1,None
121290,2,None
121291,1,Enter intersection when space insufficient
121291,2,None
121292,1,None
121293,1,Fail to yield generally
121294,1,None
121295,1,None
121296,1,None
121296,2,None
121297,1,
121297,2,None
121298,1,None
121299,1,None
121300,1,None
121301,1,"Inattentive, careless, improper driving, driving without due care"
121302,1,Fail to yield generally
121302,2,None
121303,1,None
121304,1,None
121304,2,None
121305,1,None
121305,2,None
121306,1,None
121306,2,None
121307,1,None
121307,2,None
121308,1,None
121308,2,None
121309,1,Driving while license withdrawn
121310,1,None
121311,1,None
121311,2,None
121311,3,None
121312,1,None
121313,1,None
121314,1,"Inattentive, careless, improper driving, driving without due care"
121314,2,None
121314,3,None
121315,1,None
121315,2,None
121316,1,None
121316,2,None
121317,1,None
121317,2,None
121317,3,None
121319,1,None
121320,1,None
121321,1,None
121322,1,"Inattentive, careless, improper driving, driving without due care"
121322,2,"Inattentive, careless, improper driving, driving without due care"
121323,1,None
121324,1,None
121324,2,None
121325,1,None
121325,2,None
121326,1,None
121327,1,None
121327,2,None
121328,1,None
121328,2,
121329,1,None
121330,1,None
121331,1,None
121332,1,None
121333,1,None
121333,2,None
121334,1,None
121334,2,None
121335,1,None
121336,1,None
121336,2,None
121336,3,None
121336,4,None
121336,5,None
121336,6,None
121337,1,Vehicle registration violations
121337,2,None
121338,1,None
121339,1,None
121340,1,None
121341,1,None
121341,2,None
121341,3,None
121342,1,Unsafe or prohibited lane change
121342,2,None
121343,1,None
121344,1,None
121344,2,None
121345,1,None
121345,2,None
121345,3,None
121345,4,None
121346,1,None
121347,1,None
121347,2,None
121347,3,None
121348,1,"Inattentive, careless, improper driving, driving without due care"
121348,2,None
121349,1,Manslaughter or homicide
121349,1,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
